row_label_raw,row_label_full,Ông Nguyễn Tuấn Anh,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Phạm Đình Nhật Cường,Ông Phạm Đình Nhật Cường,Ông Phạm Đình Nhật Cường,Phó Tổng Giám đốc,,,
Ông Mai Văn Yên,Ông Mai Văn Yên,Ông Mai Văn Yên,Phó Tổng Giám đốc,,,
Ông Ngô Minh Lăng,Ông Ngô Minh Lăng,Ông Ngô Minh Lăng,Phó Tổng Giám đốc,miễn nhiệm ngày 1 tháng 9 năm 2017,,
Ông Phạm Văn Thông,Ông Phạm Văn Thông,Ông Phạm Văn Thông,Phó Tổng Giám đốc,miễn nhiệm ngày 1 tháng 9 năm 2017,,
