row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Thu hộ cước phí,Thu hộ cước phí,Thu hộ cước phí,235.857.275.467,338.319.676.064,235857275467.0,338319676064.0
Thu hộ tiền trả góp,Thu hộ tiền trả góp,Thu hộ tiền trả góp,1.600.176.000,13.041.406.433,1600176000.0,13041406433.0
Phiếu mua hàng,Phiếu mua hàng,Phiếu mua hàng,78.861.743.005,52.813.040.482,78861743005.0,52813040482.0
Nhận ký quỹ,Nhận ký quỹ,Nhận ký quỹ,72.481.652.003,67.277.822.070,72481652003.0,67277822070.0
"Bảo hiểm y tế, bảo hiểm xã hội, kinh phí công đoàn","Bảo hiểm y tế, bảo hiểm xã hội, kinh phí công đoàn","Bảo hiểm y tế, bảo hiểm xã hội, kinh phí công đoàn",58.681.774.975,47.782.337.888,58681774975.0,47782337888.0
Khác,Khác,Khác,28.837.315.153,26.811.140.928,28837315153.0,26811140928.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,476.319.936.603,546.045.423.865,476319936603.0,546045423865.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả bên khác,Trong đó: > Phải trả bên khác,Phải trả bên khác,476.319.936.603,544.010.710.433,476319936603.0,544010710433.0
Phải trả bên liên quan,Trong đó: > Phải trả bên liên quan,Phải trả bên liên quan,-,2.034.713.432,,2034713432.0
