row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,17.914.173.302.345,15.333.798.830.787,17914173302345.0,15333798830787.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,6.480.994.104.640,7.196.997.006.794,6480994104640.0,7196997006794.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.756.079.654.016,5.012.617.628.367,7756079654016.0,5012617628367.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,2.810.431.458.568,2.086.784.686.604,2810431458568.0,2086784686604.0
Khác,Khác,Khác,866.668.085.121,1.037.399.509.022,866668085121.0,1037399509022.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,3.823.390.074.765,3.404.431.838.167,3823390074765.0,3404431838167.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,3.218.375.166.825,2.829.486.255.030,3218375166825.0,2829486255030.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,441.774.123.392,379.261.509.728,441774123392.0,379261509728.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,110.282.149.842,64.588.564.350,110282149842.0,64588564350.0
Khác,Khác,Khác,52.958.634.706,131.095.509.059,52958634706.0,131095509059.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,21.737.563.377.110,18.738.230.668.954,21737563377110.0,18738230668954.0
