row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,6.471.583.750.543,5.409.735.407.353,6471583750543.0,5409735407353.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,1.294.316.750.109,1.081.947.081.471,1294316750109.0,1081947081471.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Lỗ từ các công ty con,Các khoản điều chỉnh: > Lỗ từ các công ty con,Lỗ từ các công ty con,239.946.680.526,382.306.850.793,239946680526.0,382306850793.0
"Chi phí không hợp lý, hợp lệ","Các khoản điều chỉnh: > Chi phí không hợp lý, hợp lệ","Chi phí không hợp lý, hợp lệ",44.911.103.964,19.129.371.179,44911103964.0,19129371179.0
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,12.278.374.424,12.278.374.424,12278374424.0,12278374424.0
Điều chỉnh chi phí thuế TNDN trích(thừa) thiếu trong những năm trước,Các khoản điều chỉnh: > Điều chỉnh chi phí thuế TNDN trích(thừa) thiếu trong những năm trước,Điều chỉnh chi phí thuế TNDN trích(thừa) thiếu trong những năm trước,(4.831.209.701),11.990.862.940,-4831209701.0,11990862940.0
Lỗ từ công ty liên kết,Các khoản điều chỉnh: > Lỗ từ công ty liên kết,Lỗ từ công ty liên kết,442.100.097,741.387.894,442100097.0,741387894.0
Lỗ thuế chuyển sang từ năm trước,Các khoản điều chỉnh: > Lỗ thuế chuyển sang từ năm trước,Lỗ thuế chuyển sang từ năm trước,(2.843.802.434),(2.416.517.065),-2843802434.0,-2416517065.0
Lãi từ thay đổi các khoản đầu tư,Các khoản điều chỉnh: > Lãi từ thay đổi các khoản đầu tư,Lãi từ thay đổi các khoản đầu tư,(1.237.147.695),-,-1237147695.0,
Thu nhập không chịu thuế,Các khoản điều chỉnh: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(418.818.879),-,-418818879.0,
Thuế TNDN được miễn giảm,Các khoản điều chỉnh: > Thuế TNDN được miễn giảm,Thuế TNDN được miễn giảm,(12.406.953.758),(16.114.713.790),-12406953758.0,-16114713790.0
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,1.570.157.076.653,1.489.862.697.846,1570157076653.0,1489862697846.0
