row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,569.195.556.788,563.786.316.141,569195556788.0,563786316141.0
Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,396.448.985.185,368.921.313.527,396448985185.0,368921313527.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",135.182.343.276,172.478.798.117,135182343276.0,172478798117.0
Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,12.787.411.533,8.321.608.298,12787411533.0,8321608298.0
Khác,Khác,Khác,24.776.816.794,14.064.596.199,24776816794.0,14064596199.0
Dài hạn,Dài hạn,Dài hạn,88.371.396.963,76.720.247.019,88371396963.0,76720247019.0
Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,Chi phí thuê cửa hàng,62.531.199.517,31.997.664.982,62531199517.0,31997664982.0
Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,Chi phí thiết kế cửa hàng,10.527.317.249,4.417.928.401,10527317249.0,4417928401.0
Khác,Khác,Khác,15.312.880.197,40.304.653.636,15312880197.0,40304653636.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,657.566.953.751,640.506.563.160,657566953751.0,640506563160.0
