row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốc VND,31/12/2019 > Giá trị hợp lý VND,31/12/2019 > Dự phòng giảm giá VND,1/1/2019 > Giá gốc VND,1/1/2019 > Giá trị hợp lý VND,1/1/2019 > Dự phòng giảm giá VND,numeric__31/12/2019 > Giá gốc VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2019 > Dự phòng giảm giá VND,numeric__1/1/2019 > Giá gốc VND,numeric__1/1/2019 > Giá trị hợp lý VND,numeric__1/1/2019 > Dự phòng giảm giá VND
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,,,,,,
• Miraka Holdings Limited,Đầu tư vào các công ty liên kết > • Miraka Holdings Limited,• Miraka Holdings Limited,293.189.808.669,(i),-,293.189.808.669,(i),-,293189808669.0,,,293189808669.0,,
• Công ty Cổ phần APIS,Đầu tư vào các công ty liên kết > • Công ty Cổ phần APIS,• Công ty Cổ phần APIS,20.350.000.000,(i),-,20.350.000.000,(i),-,20350000000.0,,,20350000000.0,,
• Công ty Cổ phần Chế biến Dừa Á Châu,Đầu tư vào các công ty liên kết > • Công ty Cổ phần Chế biến Dừa Á Châu,• Công ty Cổ phần Chế biến Dừa Á Châu,86.830.000.000,(i),(6.223.314.946),86.830.000.000,(i),-,86830000000.0,,-6223314946.0,86830000000.0,,
,,,400.369.808.669,,(6.223.314.946),400.369.808.669,,-,400369808669.0,,-6223314946.0,400369808669.0,,
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,,,,,,
• Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,Đầu tư góp vốn vào các đơn vị khác > • Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,• Công ty Cổ phần Nguyên liệu Thực phẩm Á Châu Sài Gòn,18.000.000.000,(i),-,18.000.000.000,(i),-,18000000000.0,,,18000000000.0,,
• Nhà thuốc – Phòng khám đa khoa An Khang,Đầu tư góp vốn vào các đơn vị khác > • Nhà thuốc – Phòng khám đa khoa An Khang,• Nhà thuốc – Phòng khám đa khoa An Khang,300.000.000,(i),-,300.000.000,(i),-,300000000.0,,,300000000.0,,
,,,18.300.000.000,,-,18.300.000.000,,-,18300000000.0,,,18300000000.0,,
,,,10.027.856.515.307,,(7.821.464.614),5.828.262.780.870,,(19.842.623.474),10027856515307.0,,-7821464614.0,5828262780870.0,,-19842623474.0
