row_label_raw,row_label_full,col_0,Chi phí đất VND,Công cụ và dụng cụ VND,Chi phí khác VND,Tổng cộng VND,numeric__Chi phí đất VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,209.066.884.080,122.950.435.665,28.917.519.843,360.934.839.588,209066884080.0,122950435665.0,28917519843.0,360934839588.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,3.195.576.200,85.179.249.609,39.862.166.368,128.236.992.177,3195576200.0,85179249609.0,39862166368.0,128236992177.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(6.420.932.970),(71.846.553.915),(23.479.485.112),(101.746.971.997),-6420932970.0,-71846553915.0,-23479485112.0,-101746971997.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,205.841.527.310,136.283.131.359,45.300.201.099,387.424.859.768,205841527310.0,136283131359.0,45300201099.0,387424859768.0
