row_label_raw,row_label_full,col_0,31/12/2024Mệnh giáVND,31/12/2023Mệnh giáVND,numeric__31/12/2024Mệnh giáVND,numeric__31/12/2023Mệnh giáVND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,
Tài sản tài chính giao dịch tự do chuyển nhượng,Tài sản tài chính > Tài sản tài chính giao dịch tự do chuyển nhượng,Tài sản tài chính giao dịch tự do chuyển nhượng,2.025.228.020.000,528.405.960.000,2025228020000.0,528405960000.0
Tài sản tài chính ký quỹ đảm bảo khoản vay,Tài sản tài chính > Tài sản tài chính ký quỹ đảm bảo khoản vay,Tài sản tài chính ký quỹ đảm bảo khoản vay,13.063.050.000,13.063.050.000,13063050000.0,13063050000.0
Tài sản tài chính chờ thanh toán,Tài sản tài chính > Tài sản tài chính chờ thanh toán,Tài sản tài chính chờ thanh toán,1.000.068.000.000,14.000.000,1000068000000.0,14000000.0
,,,3.038.359.070.000,541.483.010.000,3038359070000.0,541483010000.0
