row_label_raw,row_label_full,Lợi nhuận thuần trong năm,Năm 2024VND > 743.553.182.565,Năm 2023VND > 584.016.390.331,numeric__Năm 2024VND > 743.553.182.565,numeric__Năm 2023VND > 584.016.390.331
"Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)","Số phân bổ vào quỹ khen thưởng, phúc lợi (*)",(44.613.190.954),(35.040.983.420),-44613190954.0,-35040983420.0
Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,698.939.991.611,548.975.406.911,698939991611.0,548975406911.0
