row_label_raw,row_label_full,col_0,col_1,Mã số,Thuyết minh,31/12/2024 VND,31/12/2023 VND,numeric__col_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__31/12/2023 VND
B.,B.,B.,TÀI SẢN DÀI HẠN(200 = 210 + 220 + 250),200,,258.309.153.265,651.339.586.365,,200.0,,258309153265.0,651339586365.0
I.,I.,I.,Tài sản tài chính dài hạn,210,,-,327.320.000.000,,210.0,,,327320000000.0
2.,2.,2.,Các khoản đầu tư,212,,-,327.320.000.000,,212.0,,,327320000000.0
2.1,2.1,2.1,Các khoản đầu tư nắm giữ đến ngày đáo hạn,212.1,8(b),-,327.320.000.000,,2121.0,,,327320000000.0
II.,II.,II.,Tài sản cố định,220,,155.678.821.099,206.786.906.897,,220.0,,155678821099.0,206786906897.0
1.,1.,1.,Tài sản cố định hữu hình,221,16,126.719.606.413,162.412.667.661,,221.0,16.0,126719606413.0,162412667661.0
1.,1.,1.,- Nguyên giá,222,,313.472.981.714,308.812.794.289,,222.0,,313472981714.0,308812794289.0
1.,1.,1.,- Giá trị hao mòn lũy kế,223a,,(186.753.375.301),(146.400.126.628),,,,-186753375301.0,-146400126628.0
3.,3.,3.,Tài sản cố định vô hình,227,17,28.959.214.686,44.374.239.236,,227.0,17.0,28959214686.0,44374239236.0
3.,3.,3.,- Nguyên giá,228,,103.045.231.066,105.202.602.066,,228.0,,103045231066.0,105202602066.0
3.,3.,3.,- Giá trị hao mòn lũy kế,229a,,(74.086.016.380),(60.828.362.830),,,,-74086016380.0,-60828362830.0
V.,V.,V.,Tài sản dài hạn khác,250,,102.630.332.166,117.232.679.468,,250.0,,102630332166.0,117232679468.0
1.,1.,1.,"Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",251,15(b),2.514.566.867,1.370.526.750,,251.0,,2514566867.0,1370526750.0
2.,2.,2.,Chi phí trả trước dài hạn,252,18,59.466.924.868,76.659.574.139,,252.0,18.0,59466924868.0,76659574139.0
3.,3.,3.,Tài sản thuê thu nhập hoãn lại,253,19,10.477.959.835,9.051.997.999,,253.0,19.0,10477959835.0,9051997999.0
4.,4.,4.,Tiền nộp Quỹ Hồ trợ thanh toán,254,20,20.000.000.000,20.000.000.000,,254.0,20.0,20000000000.0,20000000000.0
5.,5.,5.,Tài sản dài hạn khác,255,21,10.170.880.596,10.150.580.580,,255.0,21.0,10170880596.0,10150580580.0
,,,TỔNG TÀI SẢN(270 = 100 + 200),270,,22.131.880.651.055,15.325.125.439.968,,270.0,,22131880651055.0,15325125439968.0
