row_label_raw,row_label_full,col_0,col_1,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__col_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
IX.,IX.,IX.,TỔNG LỢI NHUẬN KẾ TOÁN TRƯỚC THUẾ (90 = 70 + 80) (mang sang từ trang trước),90,,930.644.050.935,716.146.789.713,,90.0,,930644050935.0,716146789713.0
9.1.,9.1.,9.1.,Lợi nhuận đã thực hiện,91,,921.006.077.399,705.326.898.709,,91.0,,921006077399.0,705326898709.0
9.2.,9.2.,9.2.,Lợi nhuận chưa thực hiện,92,,9.637.973.536,10.819.891.004,,92.0,,9637973536.0,10819891004.0
X.,X.,X.,"CHI PHÍ THUẾ THU NHẬP DOANH NGHIẾP (""TNDN"")",100,,187.090.868.370,132.130.399.382,,100.0,,187090868370.0,132130399382.0
10.1.,10.1.,10.1.,Chi phí thuế TNDN hiện hành,100.1,46,188.516.830.206,141.032.750.459,,1001.0,46.0,188516830206.0,141032750459.0
10.2.,10.2.,10.2.,Lợi ích thuế TNDN hoãn lại,100.2,46,(1.425.961.836),(8.902.351.077),,1002.0,46.0,-1425961836.0,-8902351077.0
XI.,XI.,XI.,LỢI NHUẬN KẾ TOÁN SAU THUẾ TNDN (200 = 90 - 100),200,,743.553.182.565,584.016.390.331,,200.0,,743553182565.0,584016390331.0
XIII.,XIII.,XIII.,THU NHẬP THUẬN TRÊN CỔ PHIẾU PHỐ THÔNG,500,47,698.939.991.611,548.975.406.911,,500.0,47.0,698939991611.0,548975406911.0
13.1.,13.1.,13.1.,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),501,47,1.346,(Diều chỉnh lại),,501.0,47.0,1346.0,
