row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,Năm 2024 VND,Năm 2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024 VND,numeric__Năm 2023 VND
1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế TNDN,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế TNDN,1. Lợi nhuận trước thuế TNDN,01,,930.644.050.935,716.146.789.713,1.0,,930644050935.0,716146789713.0
2. Điều chỉnh cho các khoản:,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,02,,467.806.712.026,203.064.654.471,2.0,,467806712026.0,203064654471.0
- Khấu hao tài sản cố định,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Khấu hao tài sản cố định,- Khấu hao tài sản cố định,03,,60.909.312.223,57.668.969.763,3.0,,60909312223.0,57668969763.0
- Các khoản dự phòng,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Các khoản dự phòng,- Các khoản dự phòng,04,,43.908.765.761,7.205.619.667,4.0,,43908765761.0,7205619667.0
- Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,- Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,05,,(91.861),,5.0,,-91861.0,
"- Chi phí lãi vay, lãi trái phiếu phát hành","1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Chi phí lãi vay, lãi trái phiếu phát hành","- Chi phí lãi vay, lãi trái phiếu phát hành",06,,541.247.874.447,369.768.492.617,6.0,,541247874447.0,369768492617.0
- Lãi từ hoạt động đầu tư,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Lãi từ hoạt động đầu tư,- Lãi từ hoạt động đầu tư,07,,(6.525.541.776),(32.905.946),7.0,,-6525541776.0,-32905946.0
- Dự thu tiền lãi,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Dự thu tiền lãi,- Dự thu tiền lãi,08,,(171.733.606.768),(231.545.521.630),8.0,,-171733606768.0,-231545521630.0
3. Tăng/(giảm) các chi phí phí tiền tệ,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 3. Tăng/(giảm) các chi phí phí tiền tệ,3. Tăng/(giảm) các chi phí phí tiền tệ,10,,210.630.560,(702.123.682),10.0,,210630560.0,-702123682.0
- Chênh lệch tăng/(giảm) đánh giá lại giá trị tài sản tài chính ghi nhận thông qua lãi/(lỗ) (FVTPL),1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Chênh lệch tăng/(giảm) đánh giá lại giá trị tài sản tài chính ghi nhận thông qua lãi/(lỗ) (FVTPL),- Chênh lệch tăng/(giảm) đánh giá lại giá trị tài sản tài chính ghi nhận thông qua lãi/(lỗ) (FVTPL),11,,210.630.560,(702.123.682),11.0,,210630560.0,-702123682.0
4. Giảm các doanh thu phí tiền tệ,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 4. Giảm các doanh thu phí tiền tệ,4. Giảm các doanh thu phí tiền tệ,18,,(9.848.604.096),(10.117.767.322),18.0,,-9848604096.0,-10117767322.0
- Chênh lệch tăng đánh giá lai giá trị các tài sản tài chính ghi nhận thông qua lãi/(lỗ) (FVTPL),1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Chênh lệch tăng đánh giá lai giá trị các tài sản tài chính ghi nhận thông qua lãi/(lỗ) (FVTPL),- Chênh lệch tăng đánh giá lai giá trị các tài sản tài chính ghi nhận thông qua lãi/(lỗ) (FVTPL),19,,(9.848.604.096),(10.117.767.322),19.0,,-9848604096.0,-10117767322.0
5. Thay đổi vốn lưu động,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 5. Thay đổi vốn lưu động,5. Thay đổi vốn lưu động,30,,(5.466.242.609.056),(4.660.074.733.777),30.0,,-5466242609056.0,-4660074733777.0
- (Tăng)/giảm tài sản tài chính FVTPL,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Tăng)/giảm tài sản tài chính FVTPL,- (Tăng)/giảm tài sản tài chính FVTPL,31,,(841.039.767.696),1.499.400.141.383,31.0,,-841039767696.0,1499400141383.0
- Tăng các khoản đầu tư giữ đến ngày đáo hạn,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng các khoản đầu tư giữ đến ngày đáo hạn,- Tăng các khoản đầu tư giữ đến ngày đáo hạn,32,,(2.344.568.960.902),(431.330.593.151),32.0,,-2344568960902.0,-431330593151.0
- Tăng các khoản cho vay,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng các khoản cho vay,- Tăng các khoản cho vay,33,,(1.075.246.035.008),(5.458.983.197.439),33.0,,-1075246035008.0,-5458983197439.0
- (Tăng)/giảm tài sản tài chính sẵn sàng để bán,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Tăng)/giảm tài sản tài chính sẵn sàng để bán,- (Tăng)/giảm tài sản tài chính sẵn sàng để bán,34,,(1.444.811.830.138),128.412.895.626,34.0,,-1444811830138.0,128412895626.0
- Giảm phải thu bán các tài sản tài chính,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm phải thu bán các tài sản tài chính,- Giảm phải thu bán các tài sản tài chính,35,,680.980.900.000,,35.0,,680980900000.0,
"- Giảm các khoản phải thu và dự thu cố tức, tiền lãi các tài sản tài chính","1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm các khoản phải thu và dự thu cố tức, tiền lãi các tài sản tài chính","- Giảm các khoản phải thu và dự thu cố tức, tiền lãi các tài sản tài chính",36,,178.182.935.103,160.510.533.957,36.0,,178182935103.0,160510533957.0
- Giảm các khoản phải thu về các dịch vụ công ty chứng khoản cung cấp,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm các khoản phải thu về các dịch vụ công ty chứng khoản cung cấp,- Giảm các khoản phải thu về các dịch vụ công ty chứng khoản cung cấp,37,,332.439.783,4.344.909.723,37.0,,332439783.0,4344909723.0
- (Tăng)/giảm các khoản phải thu khác,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - (Tăng)/giảm các khoản phải thu khác,- (Tăng)/giảm các khoản phải thu khác,39,,(2.149.821.068),32.294.865.621,39.0,,-2149821068.0,32294865621.0
- Giảm/(tăng) các tài sản khác,1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Giảm/(tăng) các tài sản khác,- Giảm/(tăng) các tài sản khác,40,,2.263.653.828,(1.053.253.490),40.0,,2263653828.0,-1053253490.0
- Tăng chi phí phải trả (không bao gồm chi phí lãi vay),1. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > - Tăng chi phí phải trả (không bao gồm chi phí lãi vay),- Tăng chi phí phải trả (không bao gồm chi phí lãi vay),41,,33.650.356.687,6.922.725.003,41.0,,33650356687.0,6922725003.0
