row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2024 VND,31/12/2023 VND,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__31/12/2023 VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,(i),1.773.543.835.124,571.249.283.464,,1773543835124.0,571249283464.0
Tài sản tài chính ghi nhận thông qua lãi/(lỗ),Tài sản tài chính ghi nhận thông qua lãi/(lỗ),Tài sản tài chính ghi nhận thông qua lãi/(lỗ),(ii),1.746.355.135.567,989.973.830.991,,1746355135567.0,989973830991.0
Các khoản đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,Các khoản đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,Các khoản đầu tư nằm giữ đến ngày đáo hạn – ngắn hạn,(ii),4.994.512.493.078,2.322.623.532.176,,4994512493078.0,2322623532176.0
Các khoản đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Các khoản đầu tư nằm giữ đến ngày đáo hạn – dài hạn,Các khoản đầu tư nằm giữ đến ngày đáo hạn – dài hạn,(ii),-,327.320.000.000,,,327320000000.0
Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,Tài sản tài chính sẵn sàng để bán,(ii),2.588.404.505.218,1.143.592.675.080,,2588404505218.0,1143592675080.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,(iii),10.293.729.065.183,9.218.483.030.175,,10293729065183.0,9218483030175.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,(iii),231.234.916.889,231.545.521.630,,231234916889.0,231545521630.0
Phải thu các dịch vụ công ty chứng khoán cung cấp,Phải thu các dịch vụ công ty chứng khoán cung cấp,Phải thu các dịch vụ công ty chứng khoán cung cấp,(iii),7.852.593.150,8.185.032.933,,7852593150.0,8185032933.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,(iii),4.537.982.300,6.141.214.423,,4537982300.0,6141214423.0
"Cảm cố, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thể chấp, ký quỹ, ký cược ngắn hạn","Cảm cố, thể chấp, ký quỹ, ký cược ngắn hạn",(iii),15.090.000.000,15.090.000.000,,15090000000.0,15090000000.0
"Cảm cố, thể chấp, ký quỹ, ký cược dài hạn","Cảm cố, thể chấp, ký quỹ, ký cược dài hạn","Cảm cố, thể chấp, ký quỹ, ký cược dài hạn",(iii),2.514.566.867,1.370.526.750,,2514566867.0,1370526750.0
Tiền nộp Quỹ Hồ trợ thanh toán,Tiền nộp Quỹ Hồ trợ thanh toán,Tiền nộp Quỹ Hồ trợ thanh toán,(iv),20.000.000.000,20.000.000.000,,20000000000.0,20000000000.0
Tiền nộp Quỹ bù trừ chứng khoán phải sinh,Tiền nộp Quỹ bù trừ chứng khoán phải sinh,Tiền nộp Quỹ bù trừ chứng khoán phải sinh,(iv),10.170.880.596,10.150.580.580,,10170880596.0,10150580580.0
