row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,437.639.552,1.254,437639552.0,1254.0
Ảnh hưởng của việc phát hành cổ phiếu ra công chúng cho cổ đông hiện hữu trong năm 2024,Ảnh hưởng của việc phát hành cổ phiếu ra công chúng cho cổ đông hiện hữu trong năm 2024,Ảnh hưởng của việc phát hành cổ phiếu ra công chúng cho cổ đông hiện hữu trong năm 2024,80.071.253,(194),80071253.0,-194.0
,,,517.710.805,1.060,517710805.0,1060.0
