row_label_raw,row_label_full,col_0,col_1,Mã số,Thuyết minh,31/12/2024 VND,31/12/2023 VND,numeric__col_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024 VND,numeric__31/12/2023 VND
C.,C.,C.,NỘ PHẢI TRẢ(300 = 310 + 340),300,,15.223.341.794.443,10.286.928.941.374,,300.0,,15223341794443.0,10286928941374.0
I.,I.,I.,Nợ phải trả ngắn hạn,310,,14.161.986.237.762,9.880.737.830.263,,310.0,,14161986237762.0,9880737830263.0
1.,1.,1.,Vay và nợ thuê tài chính ngắn hạn,311,22,13.069.703.217.309,9.598.508.546.852,,311.0,22.0,13069703217309.0,9598508546852.0
1.1,1.1,1.1,Vay ngắn hạn,312,,13.069.703.217.309,9.598.508.546.852,,312.0,,13069703217309.0,9598508546852.0
6.,6.,6.,Phải trả hoạt động giao dịch chứng khoán,318,23,21.551.998.147,14.556.093.607,,318.0,23.0,21551998147.0,14556093607.0
8.,8.,8.,Phải trả người bán ngắn hạn,320,24,11.493.708.210,16.250.539.155,,320.0,24.0,11493708210.0,16250539155.0
9.,9.,9.,Người mua trả tiền trước ngắn hạn,321,25,683.151.902.000,2.171.002.000,,321.0,25.0,683151902000.0,2171002000.0
10.,10.,10.,Thuế và các khoản phải nộp Nhà nước,322,26,120.310.511.245,76.712.883.674,,322.0,26.0,120310511245.0,76712883674.0
11.,11.,11.,Phải trả người lao động,323,,4.083.140.070,7.284.861.104,,323.0,,4083140070.0,7284861104.0
12.,12.,12.,Các khoản trích nộp phúc lợi nhân viên,324,,2.712.107.420,2.815.463.220,,324.0,,2712107420.0,2815463220.0
13.,13.,13.,Chi phí phải trả ngắn hạn,325,27,165.344.593.730,98.478.625.384,,325.0,27.0,165344593730.0,98478625384.0
15.,15.,15.,Doanh thu chưa thực hiện ngắn hạn,327,,3.050.871.308,879.612.906,,327.0,,3050871308.0,879612906.0
17.,17.,17.,"Các khoản phải trả, phải nộp khác ngắn hạn",329,28,14.530.406.797,4.828.606.935,,329.0,28.0,14530406797.0,4828606935.0
19.,19.,19.,"Quỹ khen thưởng, phúc lợi",331,,66.053.781.526,58.251.595.426,,331.0,,66053781526.0,58251595426.0
II.,II.,II.,Nợ phải trả dài hạn,340,,1.061.355.556.681,406.191.111.111,,340.0,,1061355556681.0,406191111111.0
4.,4.,4.,Trải phiếu phát hành dài hạn,346,29,1.061.355.556.681,406.191.111.111,,346.0,29.0,1061355556681.0,406191111111.0
D,D,D,VỐN CHỦ SỐ HỮU(400 = 410),400,,6.908.538.856.612,5.038.196.498.594,,400.0,,6908538856612.0,5038196498594.0
I.,I.,I.,Vốn chủ sở hữu,410,,6.908.538.856.612,5.038.196.498.594,,410.0,,6908538856612.0,5038196498594.0
1.,1.,1.,Vốn đầu tư của chủ sở hữu,411,30,6.062.944.519.673,4.375.946.418.400,,411.0,30.0,6062944519673.0,4375946418400.0
1.1.,1.1.,1.1.,Vốn góp của chủ sở hữu,411.1,,5.728.129.810.000,4.376.699.930.000,,4111.0,,5728129810000.0,4376699930000.0
a.,a.,a.,Cổ phiếu phổ thông có quyền biểu quyết,411.1a,,5.728.129.810.000,4.376.699.930.000,,,,5728129810000.0,4376699930000.0
1.2.,1.2.,1.2.,Thắng dư vốn cổ phần,411.2,,335.558.320.000,-,,4112.0,,335558320000.0,
1.5.,1.5.,1.5.,Cổ phiếu quỹ,411.5,,(743.610.327),(753.511.600),,4115.0,,-743610327.0,-753511600.0
5.,5.,5.,Quỹ dự phòng tài chính và rủi ro nghiệp vụ,415,,24.516.764.528,24.516.764.528,,415.0,,24516764528.0,24516764528.0
6.,6.,6.,Các quỹ khác thuộc vốn chủ sở hữu,416,,1.625.982.305,1.625.982.305,,416.0,,1625982305.0,1625982305.0
7.,7.,7.,Lợi nhuận chưa phân phối,417,,819.451.590.106,636.107.333.361,,417.0,,819451590106.0,636107333361.0
7.1.,7.1.,7.1.,Lợi nhuận sau thuế đã thực hiện,417.1,,789.317.719.875,618.419.678.969,,4171.0,,789317719875.0,618419678969.0
7.2,7.2,7.2,Lợi nhuận chưa thực hiện,417.2,,30.133.870.231,17.687.654.392,,4172.0,,30133870231.0,17687654392.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỐ HỮU (440 = 300 + 400),440,,22.131.880.651.055,15.325.125.439.968,,440.0,,22131880651055.0,15325125439968.0
