row_label_raw,row_label_full,1/1/2023VND,Được ghi nhận trongbáo cáo kết quả hoạtđộng trong nămVND,31/12/2023VND,numeric__Được ghi nhận trongbáo cáo kết quả hoạtđộng trong nămVND,numeric__31/12/2023VND
-,-,-,55.331.646.387,55.331.646.387,55331646387.0,55331646387.0
(53.719.534),(53.719.534),(53.719.534),-,(53.719.534),,-53719534.0
811.015.238,811.015.238,811.015.238,(711.158.025),99.857.213,-711158025.0,99857213.0
(9.061.094),(9.061.094),(9.061.094),(10.115.139.519),(10.124.200.613),-10115139519.0,-10124200613.0
-,-,-,6.406.540,6.406.540,6406540.0,6406540.0
748.234.610,748.234.610,748.234.610,44.511.755.383,45.259.989.993,44511755383.0,45259989993.0
