row_label_raw,row_label_full,col_0,"Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,Khác,Khác_1,Hoạt động chung không phân bổ,Hoạt động chung không phân bổ_1,Tổng cộng,Tổng cộng_1,"numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ","numeric__Huy động vốn và cho vay lại, kinh doanh chứng khoán nợ_1",numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần,numeric__Kinh doanh chứng khoán vốn và góp vốn mua cổ phần_1,numeric__Khác,numeric__Khác_1,numeric__Hoạt động chung không phân bổ,numeric__Hoạt động chung không phân bổ_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,Năm nay/Cuối nămTriệu VND,Năm trước/ Đầu nămTriệu VND,,,,,,,,,,
III. Tài sản (*),III. Tài sản (*),III. Tài sản (*),114.239.494,105.071.237,332.160,407.160,43.994,65.424,3.411.403,3.382.413,118.027.051,108.926.234,114239494.0,105071237.0,332160.0,407160.0,43994.0,65424.0,3411403.0,3382413.0,118027051.0,108926234.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,-,-,-,-,-,-,638.946,568.407,638.946,568.407,,,,,,,638946.0,568407.0,638946.0,568407.0
2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,2. Tiền gửi tại Ngân hàng Nhà nước,-,-,-,-,-,-,730.267,495.075,730.267,495.075,,,,,,,730267.0,495075.0,730267.0,495075.0
3. Tiền gửi và cho vay các TCTD khác (*),3. Tiền gửi và cho vay các TCTD khác (*),3. Tiền gửi và cho vay các TCTD khác (*),11.317.409,11.070.527,-,-,-,-,1.061.966,1.450.028,12.379.375,12.520.555,11317409.0,11070527.0,,,,,1061966.0,1450028.0,12379375.0,12520555.0
4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,4. Chứng khoán kinh doanh,7.700.000,3.000.000,136.500,136.500,-,-,-,-,7.836.500,3.136.500,7700000.0,3000000.0,136500.0,136500.0,,,,,7836500.0,3136500.0
5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác (*),5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác (*),5. Các công cụ tài chínhphái sinh và các tài sản tài chính khác (*),-,-,-,-,9.739,27.641,-,-,9.739,27.641,,,,,9739.0,27641.0,,,9739.0,27641.0
6. Cho vay khách hàng (*),6. Cho vay khách hàng (*),6. Cho vay khách hàng (*),79.440.423,72.933.312,-,-,-,-,-,-,79.440.423,72.933.312,79440423.0,72933312.0,,,,,,,79440423.0,72933312.0
7. Chứng khoán đầu tư (*),7. Chứng khoán đầu tư (*),7. Chứng khoán đầu tư (*),13.232.445,15.109.584,-,-,-,-,-,-,13.232.445,15.109.584,13232445.0,15109584.0,,,,,,,13232445.0,15109584.0
"8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn","8. Góp vốn, đầu tư dài hạn",-,-,195.660,270.660,-,-,-,-,195.660,270.660,,,195660.0,270660.0,,,,,195660.0,270660.0
9. Tài sản cổ định và bất động sản đầu tư,9. Tài sản cổ định và bất động sản đầu tư,9. Tài sản cổ định và bất động sản đầu tư,-,-,-,-,3.683,7.802,726.014,671.020,729.697,678.822,,,,,3683.0,7802.0,726014.0,671020.0,729697.0,678822.0
10. Tài sản Có khác (*),10. Tài sản Có khác (*),10. Tài sản Có khác (*),2.549.217,2.957.814,-,-,30.572,29.981,254.210,197.883,2.833.999,3.185.678,2549217.0,2957814.0,,,30572.0,29981.0,254210.0,197883.0,2833999.0,3185678.0
