row_label_raw,row_label_full,Các khoản đầu tư,31/12/2020,31/12/2019,numeric__31/12/2020,numeric__31/12/2019
Các khoản đầu tư,Các khoản đầu tư,Các khoản đầu tư,Triệu VND,Triệu VND,,
- Công ty Cổ phần Sông Lam Nghệ An,Các khoản đầu tư > - Công ty Cổ phần Sông Lam Nghệ An,- Công ty Cổ phần Sông Lam Nghệ An,(2.000),(2.000),-2000.0,-2000.0
,,,(2.000),(2.000),-2000.0,-2000.0
