row_label_raw,row_label_full,col_0,Trang,numeric__Trang
THÔNG TIN CHUNG,THÔNG TIN CHUNG,THÔNG TIN CHUNG,02,2.0
BẢO CẢO CỦA BẢN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BẢN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BẢN TỔNG GIÁM ĐỐC,03,3.0
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,04 - 05,
BẢO CẢO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BẢO CẢO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BẢO CẢO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,06 - 50,
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,06 - 08,
BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,09,9.0
BẢO CẢO LUÙ CHUYÊN TIỀN TỆ HỢP NHẤT,BẢO CẢO LUÙ CHUYÊN TIỀN TỆ HỢP NHẤT,BẢO CẢO LUÙ CHUYÊN TIỀN TỆ HỢP NHẤT,10 - 11,
THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,12 - 50,
