row_label_raw,row_label_full,Chỉ tiêu,Chỉ tiêu_1,Quá hạn > Triệu VND,Không chịu lãi > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,Tổng > Triệu VND,numeric__Chỉ tiêu_1,numeric__Quá hạn > Triệu VND,numeric__Không chịu lãi > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Dưới 01 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ 01 đến 03 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 03 đến 06 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 06 đến 12 tháng > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Từ trên 01 đến 05 năm > Triệu VND,numeric__Thay đổi lãi suất trong khoảng thời gian > Trên 05 năm > Triệu VND,numeric__Tổng > Triệu VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,,,,,,,,
I,NỘ PHẢI TRẢ > I,I,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,7.002.963,6.229.000,-,-,11.110,136.427,13.379.500,,,,7002963.0,6229000.0,,,11110.0,136427.0,13379500.0
II,NỘ PHẢI TRẢ > II,II,Tiền gửi của khách hàng,-,57.744,4.787.841,1.202.453,10.387.297,12.115.010,24.997.187,32.894.691,86.442.223,,,57744.0,4787841.0,1202453.0,10387297.0,12115010.0,24997187.0,32894691.0,86442223.0
IV,NỘ PHẢI TRẢ > IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",-,-,-,-,-,-,3.120,,3.120,,,,,,,,3120.0,,3120.0
V,NỘ PHẢI TRẢ > V,V,Phát hành giấy tờ có giá,-,-,-,-,-,-,4.889.835,1.000.000,5.889.835,,,,,,,,4889835.0,1000000.0,5889835.0
VI,NỘ PHẢI TRẢ > VI,VI,Các khoản nợ khác,-,3.111.133,-,-,-,-,-,-,3.111.133,,,3111133.0,,,,,,,3111133.0
Tổng nợ phải trả,NỘ PHẢI TRẢ > Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,-,3.168.877,11.790.804,7.431.453,10.387.297,12.115.010,29.901.252,34.031.118,108.825.811,,,3168877.0,11790804.0,7431453.0,10387297.0,12115010.0,29901252.0,34031118.0,108825811.0
Mức chênh nhạy cảm với lãi suất nội bằng,NỘ PHẢI TRẢ > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,672.410,1.229.425,305.956,1.682.825,2.090.427,1.929.342,776.544,514.311,9.201.240,,672410.0,1229425.0,305956.0,1682825.0,2090427.0,1929342.0,776544.0,514311.0,9201240.0
