row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BẢO CẢO CỦA BAN ĐIỀU HÀNH,BẢO CẢO CỦA BAN ĐIỀU HÀNH,BẢO CẢO CỦA BAN ĐIỀU HÀNH,1 - 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO CỦA BAN ĐIỀU HÀNH > BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3,3.0
BẢNG CẦN ĐỜI KÊ TOÁN,BẢNG CẦN ĐỜI KÊ TOÁN,BẢNG CẦN ĐỜI KÊ TOÁN,4 - 6,
BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢNG CẦN ĐỜI KÊ TOÁN > BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BẢO CẢO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,7,7.0
BẢO CẢO LUU CHUYÊN TIÊN TỆ,BẢO CẢO LUU CHUYÊN TIÊN TỆ,BẢO CẢO LUU CHUYÊN TIÊN TỆ,8 - 9,
THUYẾT MINH BẢO CẢO TÀI CHÍNH RIÊNG,THUYẾT MINH BẢO CẢO TÀI CHÍNH RIÊNG,THUYẾT MINH BẢO CẢO TÀI CHÍNH RIÊNG,10 - 51,
