row_label_raw,row_label_full,col_0,Công ty conTriệu VND,Công ty liên doanhTriệu VND,Đầu tư dài hạn khácTriệu VND,TổngTriệu VND,numeric__Công ty conTriệu VND,numeric__Công ty liên doanhTriệu VND,numeric__Đầu tư dài hạn khácTriệu VND,numeric__TổngTriệu VND
Số dư tại ngày 01/01/2015,Số dư tại ngày 01/01/2015,Số dư tại ngày 01/01/2015,256.380,155.280,122.702,534.362,256380.0,155280.0,122702.0,534362.0
Nhận dự phòng từ sáp nhập MHB(Hoàn nhập)/Trích lập dự phòng trong năm 2015,Nhận dự phòng từ sáp nhập MHB(Hoàn nhập)/Trích lập dự phòng trong năm 2015,Nhận dự phòng từ sáp nhập MHB(Hoàn nhập)/Trích lập dự phòng trong năm 2015,102.000(256.380),- (48.681),17.3062.818,119.306(302.243),,,173062818.0,
Số dư tại ngày 31/12/2015,Số dư tại ngày 31/12/2015,Số dư tại ngày 31/12/2015,102.000,106.599,142.826,351.425,102000.0,106599.0,142826.0,351425.0
(Hoàn nhập) dự phòng trong năm 2016,(Hoàn nhập) dự phòng trong năm 2016,(Hoàn nhập) dự phòng trong năm 2016,-,(25.050),(54.818),(79.868),,-25050.0,-54818.0,-79868.0
Số dư tại ngày 31/12/2016,Số dư tại ngày 31/12/2016,Số dư tại ngày 31/12/2016,102.000,81.549,88.008,271.557,102000.0,81549.0,88008.0,271557.0
