row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.894.559,4.227.225,7.121.784,2894559.0,4227225.0,7121784.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,3.752.305,891.468,4.643.773,3752305.0,891468.0,4643773.0
"Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm",(2.213.887),-,(2.213.887),-2213887.0,,-2213887.0
Dự phòng giảm để tất toán số dư nợ đã bán cho VAMC,Dự phòng giảm để tất toán số dư nợ đã bán cho VAMC,Dự phòng giảm để tất toán số dư nợ đã bán cho VAMC,(141.194),-,(141.194),-141194.0,,-141194.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.291.783,5.118.693,9.410.476,4291783.0,5118693.0,9410476.0
