row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",41.963.608,"5,91",35.920.464,"6,03",41963608.0,5.91,35920464.0,6.03
Khai khoáng,Khai khoáng,Khai khoáng,14.051.843,"1,98",13.958.986,"2,34",14051843.0,1.98,13958986.0,2.34
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",119.212.921,"16,79",107.316.670,"18,00",119212921.0,16.79,107316670.0,18.0
"Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",44.772.454,"6,31",38.130.592,"6,40",44772454.0,6.31,38130592.0,6.4
Xây dựng,Xây dựng,Xây dựng,84.130.614,"11,85",65.866.467,"11,05",84130614.0,11.85,65866467.0,11.05
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",167.744.695,"23,62",139.315.799,"23,37",167744695.0,23.62,139315799.0,23.37
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,46.854.963,"6,60",37.248.404,"6,25",46854963.0,6.6,37248404.0,6.25
Dịch vụ,Dịch vụ,Dịch vụ,47.190.931,"6,65",42.756.220,"7,17",47190931.0,6.65,42756220.0,7.17
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,36.905.836,"5,20",41.112.334,"6,90",36905836.0,5.2,41112334.0,6.9
Ngành khác,Ngành khác,Ngành khác,107.256.719,"15,09",74.517.747,"12,49",107256719.0,15.09,74517747.0,12.49
,,,710.084.584,100,596.143.683,100,710084584.0,100.0,596143683.0,100.0
