row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Thu nhập từ hoạt động kinh doanh vàng và ngoại hối,Thu nhập từ hoạt động kinh doanh vàng và ngoại hối,Thu nhập từ hoạt động kinh doanh vàng và ngoại hối,1.178.554,1.202.694,1178554.0,1202694.0
Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,Thu từ kinh doanh ngoại tệ giao ngay,678.608,773.287,678608.0,773287.0
Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,Thu từ kinh doanh vàng,1.313,1.725,1313.0,1725.0
Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,Thu từ các công cụ tài chính phải sinh tiền tệ,498.633,427.682,498633.0,427682.0
Chi phí hoạt động kinh doanh vàng và ngoại hối,Chi phí hoạt động kinh doanh vàng và ngoại hối,Chi phí hoạt động kinh doanh vàng và ngoại hối,(645.923),(913.393),-645923.0,-913393.0
Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,Chi về kinh doanh ngoại tệ giao ngay,(204.462),(505.280),-204462.0,-505280.0
Chi về kinh doanh vàng,Chi về kinh doanh vàng,Chi về kinh doanh vàng,(498),(1.270),-498.0,-1270.0
Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,Chi về các công cụ tài chính phải sinh tiền tệ,(440.963),(406.843),-440963.0,-406843.0
Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,532.631,289.301,532631.0,289301.0
