row_label_raw,row_label_full,col_0,Chứng khoán đầu tưsản sàng để bán,Chứng khoán đầu tưsản sàng để bán_1,Chứng khoán đầu tưsản sàng để bán_2,Chứng khoán đầu tưgiữ đến ngày đáo hạn,Chứng khoán đầu tưgiữ đến ngày đáo hạn_1,Chứng khoán đầu tưgiữ đến ngày đáo hạn_2,numeric__Chứng khoán đầu tưsản sàng để bán,numeric__Chứng khoán đầu tưsản sàng để bán_1,numeric__Chứng khoán đầu tưsản sàng để bán_2,numeric__Chứng khoán đầu tưgiữ đến ngày đáo hạn,numeric__Chứng khoán đầu tưgiữ đến ngày đáo hạn_1,numeric__Chứng khoán đầu tưgiữ đến ngày đáo hạn_2
,,,Dự phònggiảm giá,Dự phòngchung,Dự phòngcụ thể,Dự phòngchung,Dự phòngcụ thể,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,64.171,121.140,130.000,96.133,-,411.444,64171.0,121140.0,130000.0,96133.0,,411444.0
Trích lập/(Hoàn nhập)(xem Thuyết minh số 28.2 ),Trích lập/(Hoàn nhập)(xem Thuyết minh số 28.2 ),Trích lập/(Hoàn nhập)(xem Thuyết minh số 28.2 ),(4.204),42.435,-,32.025,30.648,100.904,-4204.0,42435.0,,32025.0,30648.0,100904.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,-,(130.000),-,-,(130.000),,,-130000.0,,,-130000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,59.967,163.575,-,128.158,30.648,382.348,59967.0,163575.0,,128158.0,30648.0,382348.0
