row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(1.984.866),(1.059.612),,-1984866.0,-1059612.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,10.155,22.355,,10155.0,22355.0
"Tiền chi từ thanh lý, nhượng bán TSCĐ","LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCĐ","Tiền chi từ thanh lý, nhượng bán TSCĐ",,(3.981),(2.343),,-3981.0,-2343.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,955.611,286.178,,955611.0,286178.0
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,-,(395.372),,,-395372.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",30,356.064,324.725,30.0,356064.0,324725.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(667.017),(824.069),,-667017.0,-824069.0
LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,23,-,127.742,23.0,,127742.0
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",23,(2.905.908),(2.867.427),23.0,-2905908.0,-2867427.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,,(2.905.908),(2.739.685),,-2905908.0,-2739685.0
Lưu chuyển tiền thuần trong năm,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,10.023.651,3.943.780,,10023651.0,3943780.0
Tiền và các khoản tương đương tiền đầu năm,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,55.449.198,50.031.946,,55449198.0,50031946.0
Tiền và các khoản tương đương tiền từ việc nhận sáp nhập MHB,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền từ việc nhận sáp nhập MHB,Tiền và các khoản tương đương tiền từ việc nhận sáp nhập MHB,,-,1.473.472,,,1473472.0
Tiền và các khoản tương đương tiền cuối năm,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,33,65.472.849,55.449.198,33.0,65472849.0,55449198.0
