row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
"(Giám) nguồn dự phòng để bù đáp tôn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trải phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giám) nguồn dự phòng để bù đáp tôn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trải phiếu đặc biệt","(Giám) nguồn dự phòng để bù đáp tôn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trải phiếu đặc biệt","11, 12.5, 12.6",(2.895.054),(3.642.835),,-2895054.0,-3642835.0
(Giám) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,Những thay đổi về tài sản hoạt động > (Giám) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,(Giám) nguồn dự phòng để tất toán số dư nợ đã bán cho VAMC,11,(141.194),(1.029.827),11.0,-141194.0,-1029827.0
(Tăng)/giám khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng)/giám khác về tài sản hoạt động,(Tăng)/giám khác về tài sản hoạt động,,(392.359),5.779.822,,-392359.0,5779822.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
(Giám)/tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > (Giám)/tăng các khoản nợ Chính phủ và NHNN,(Giám)/tăng các khoản nợ Chính phủ và NHNN,,(23.992.602),31.409.689,,-23992602.0,31409689.0
"Tăng/(giám) các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > Tăng/(giám) các khoản tiền gửi, tiền vay các TCTD khác","Tăng/(giám) các khoản tiền gửi, tiền vay các TCTD khác",,11.482.426,(14.336.150),,11482426.0,-14336150.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,179.183.532,91.740.027,,179183532.0,91740027.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,1.090.140,45.465.210,,1090140.0,45465210.0
"(Giám) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > (Giám) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","(Giám) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(23.933.288),(150.019),,-23933288.0,-150019.0
(Giám) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giám) khác về công nợ hoạt động,(Giám) khác về công nợ hoạt động,,(577.105),(1.124.304),,-577105.0,-1124304.0
Chi từ quỹ của tổ chức tin dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tin dụng,Chi từ quỹ của tổ chức tin dụng,23,(440),(514),23.0,-440.0,-514.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,13.596.576,7.507.534,,13596576.0,7507534.0
