row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,62.013.458,47.960.523,,62013458.0,47960523.0
Chi phí lãi và các chi phí tương tự đã trả,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(35.080.156),(28.011.463),,-35080156.0,-28011463.0
Thu nhập từ hoạt động dịch vụ nhận được,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,2.103.137,2.032.081,,2103137.0,2032081.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoản","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoản","Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoản",,1.445.247,100.197,,1445247.0,100197.0
Chi hoạt động khác,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi hoạt động khác,Chi hoạt động khác,,(782.344),(263.857),,-782344.0,-263857.0
"Tiền thu các khoản nợ đã được xử lý xòa, bù đáp bằng nguồn dự phòng rủi ro","LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xòa, bù đáp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xòa, bù đáp bằng nguồn dự phòng rủi ro",,2.577.041,2.117.878,,2577041.0,2117878.0
Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,Tiền chỉ trả cho nhân viên và hoạt động quản lý công vụ,,(11.696.549),(9.588.323),,-11696549.0,-9588323.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,32,(1.539.122),(1.694.146),32.0,-1539122.0,-1694146.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LUU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,19.040.712,12.652.890,,19040712.0,12652890.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > (Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác",,(3.493.958),(8.364.137),,-3493958.0,-8364137.0
(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,,(28.038.535),(27.136.874),,-28038535.0,-27136874.0
Giám/(tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > Giám/(tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Giám/(tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,205.202,(176.642),,205202.0,-176642.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(113.940.901),(123.578.802),,-113940901.0,-123578802.0
