row_label_raw,row_label_full,col_0,01/01/2023,Số phải nộp trong năm,Số đã nộp trong năm,Đơn vị tính: VND,numeric__01/01/2023,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Đơn vị tính: VND
a. Thuế và các khoản phải nộp Nhà nước,a. Thuế và các khoản phải nộp Nhà nước,a. Thuế và các khoản phải nộp Nhà nước,24.857.217.777,130.412.832.488,126.581.224.514,28.688.825.751,24857217777.0,130412832488.0,126581224514.0,28688825751.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,3.812.292.625,24.227.078.145,25.429.266.288,2.610.104.482,3812292625.0,24227078145.0,25429266288.0,2610104482.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.344.841.695,28.993.762.675,25.719.398.616,12.619.205.754,9344841695.0,28993762675.0,25719398616.0,12619205754.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.084.386.460,7.553.173.559,7.523.533.816,1.114.026.203,1084386460.0,7553173559.0,7523533816.0,1114026203.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,24.718.310,377.045.530,372.628.410,29.135.430,24718310.0,377045530.0,372628410.0,29135430.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",10.584.844.687,67.011.811.938,65.287.327.743,12.309.328.882,10584844687.0,67011811938.0,65287327743.0,12309328882.0
Thuế Bảo vệ môi trường và thuế khác,Thuế Bảo vệ môi trường và thuế khác,Thuế Bảo vệ môi trường và thuế khác,6.134.000,839.748.342,839.157.342,6.725.000,6134000.0,839748342.0,839157342.0,6725000.0
"Phi, lệ phí và các khoản phải nộp khác","Phi, lệ phí và các khoản phải nộp khác","Phi, lệ phí và các khoản phải nộp khác",,1.410.212.299,1.409.912.299,300.000,,1410212299.0,1409912299.0,300000.0
Tổng,Tổng,Tổng,24.857.217.777,130.412.832.488,126.581.224.514,28.688.825.751,24857217777.0,130412832488.0,126581224514.0,28688825751.0
,,,01/01/2023,Số phải nộp trong năm,Số đã nộp trong năm,31/12/2023,,,,
b. Thuế và các khoản phải thu Nhà nước,b. Thuế và các khoản phải thu Nhà nước,b. Thuế và các khoản phải thu Nhà nước,5.896.660.435,43.237.779.130,43.344.991.221,6.003.872.526,5896660435.0,43237779130.0,43344991221.0,6003872526.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,91.357.749,46.284.331,54.610.354,99.683.772,91357749.0,46284331.0,54610354.0,99683772.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.495.936.732,,,4.495.936.732,4495936732.0,,,4495936732.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,855.953.573,127.224.101,41.130.351,769.859.823,855953573.0,127224101.0,41130351.0,769859823.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",450.026.419,43.040.738.875,43.229.042.503,638.330.047,450026419.0,43040738875.0,43229042503.0,638330047.0
"Phi, lệ phí và các khoản phải nộp khác","Phi, lệ phí và các khoản phải nộp khác","Phi, lệ phí và các khoản phải nộp khác",3.385.962,23.531.823,20.208.013,62.152,3385962.0,23531823.0,20208013.0,62152.0
Tổng,Tổng,Tổng,5.896.660.435,43.237.779.130,43.344.991.221,6.003.872.526,5896660435.0,43237779130.0,43344991221.0,6003872526.0
