row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2023 VND,Năm 2022 VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2023 VND,numeric__Năm 2022 VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,23.058.365.916.429,17.319.198.676.955,,1.0,61.0,23058365916429.0,17319198676955.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,6.1,27.713.917.030,15.681.795.648,,2.0,61.0,27713917030.0,15681795648.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,6.1,23.030.651.999.399,17.303.516.881.307,,10.0,61.0,23030651999399.0,17303516881307.0
4.,4.,4.,Giá vốn hàng bán,11,6.2,21.211.961.777.076,15.791.471.673.203,,11.0,62.0,21211961777076.0,15791471673203.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,1.818.690.222.323,1.512.045.208.104,,20.0,,1818690222323.0,1512045208104.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.3,226.161.195.152,184.910.215.753,,21.0,63.0,226161195152.0,184910215753.0
7.,7.,7.,Chi phí tài chính,22,6.4,386.638.234.625,294.399.569.417,,22.0,64.0,386638234625.0,294399569417.0
,,,Trong đó: Chi phí lãi vay,23,,184.769.418.416,128.535.434.290,,23.0,,184769418416.0,128535434290.0
8.,8.,8.,"Phần lãi (lỗ) trong Công ty liên kết, liên doanh",24,,7.121.074.463,4.893.129.661,,24.0,,7121074463.0,4893129661.0
9.,9.,9.,Chi phí bán hàng,25,6.5,1.066.628.524.870,979.805.792.230,,25.0,65.0,1066628524870.0,979805792230.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,6.5,528.829.812.264,402.283.759.572,,26.0,65.0,528829812264.0,402283759572.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)+24-(25+26)},30,,69.875.920.179,25.359.432.299,,30.0,,69875920179.0,25359432299.0
12.,12.,12.,Thu nhập khác,31,6.6,92.363.954.863,42.596.684.667,,31.0,66.0,92363954863.0,42596684667.0
13.,13.,13.,Chi phí khác,32,6.6,69.891.849.119,20.350.192.951,,32.0,66.0,69891849119.0,20350192951.0
14.,14.,14.,Lợi nhuận khác (40 = 31-32),40,6.6,22.472.105.744,22.246.491.716,,40.0,66.0,22472105744.0,22246491716.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,92.348.025.923,47.605.924.015,,50.0,,92348025923.0,47605924015.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.7,28.993.762.675,24.404.658.193,,51.0,67.0,28993762675.0,24404658193.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,1.012.231.699,2.092.853.438,,52.0,,1012231699.0,2092853438.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,62.342.031.549,21.108.412.384,,60.0,,62342031549.0,21108412384.0
19.,19.,19.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,23.130.176.416,(9.224.141.818),,61.0,,23130176416.0,-9224141818.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,39.211.855.133,30.332.554.202,,62.0,,39211855133.0,30332554202.0
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,6.8,46,(18),,70.0,68.0,46.0,-18.0
