row_label_raw,row_label_full,col_0,Số ngày quá hạn,Giá gốc VND,Dự phòng VND,Giá trị có thể thu hồi VND,Số ngày quá hạn_1,Giá gốc VND_1,Dự phòng VND_1,Giá trị có thể thu hồi VND_1,numeric__Số ngày quá hạn,numeric__Giá gốc VND,numeric__Dự phòng VND,numeric__Giá trị có thể thu hồi VND,numeric__Số ngày quá hạn_1,numeric__Giá gốc VND_1,numeric__Dự phòng VND_1,numeric__Giá trị có thể thu hồi VND_1
Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,,,,,,,,
Công ty Cổ phần Lương thực Hậu Giang,Phải thu khác > Công ty Cổ phần Lương thực Hậu Giang,Công ty Cổ phần Lương thực Hậu Giang,Trên 5 năm,30.189.114.872,(30.189.114.872),-,Trên 5 năm,30.189.114.872,(30.189.114.872),-,,30189114872.0,-30189114872.0,,,30189114872.0,-30189114872.0,
Công ty TNHH Thương mại,Phải thu khác > Công ty TNHH Thương mại,Công ty TNHH Thương mại,Trên 5 năm,9.017.732.212,(9.017.732.212),-,Trên 5 năm,9.017.732.212,(9.017.732.212),-,,9017732212.0,-9017732212.0,,,9017732212.0,-9017732212.0,
Xuất nhập khẩu Hiệp Tài,Phải thu khác > Xuất nhập khẩu Hiệp Tài,Xuất nhập khẩu Hiệp Tài,Trên 5 năm,21.992.254.511,(21.992.254.511),-,Trên 5 năm,27.058.554.511,(27.058.554.511),-,,21992254511.0,-21992254511.0,,,27058554511.0,-27058554511.0,
,,,,61.199.101.595,(61.199.101.595),-,,66.265.401.595,(66.265.401.595),-,,61199101595.0,-61199101595.0,,,66265401595.0,-66265401595.0,
Tài sản thiếu chờ xử lý (*),Phải thu khác > Tài sản thiếu chờ xử lý (*),Tài sản thiếu chờ xử lý (*),,659.331.893.134,(659.331.893.134),-,,661.975.531.134,(661.975.531.134),-,,659331893134.0,-659331893134.0,,,661975531134.0,-661975531134.0,
Tổng,Phải thu khác > Tổng,Tổng,,1.268.160.631.517,(1.268.160.631.517),-,,1.277.103.978.519,(1.277.103.978.519),-,,1268160631517.0,-1268160631517.0,,,1277103978519.0,-1277103978519.0,
