row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,22.841.866.886.174,17.038.295.882.454,22841866886174.0,17038295882454.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,190.804.447.994,265.232.568.279,190804447994.0,265232568279.0
Doanh thu kinh doanh BĐS,Doanh thu kinh doanh BĐS,Doanh thu kinh doanh BĐS,9.139.373.349,2.408.749.167,9139373349.0,2408749167.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,16.555.208.912,13.261.477.055,16555208912.0,13261477055.0
Tổng,Tổng,Tổng,23.058.365.916.429,17.319.198.676.955,23058365916429.0,17319198676955.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,1.930.030.122,11.402.686.361,1930030122.0,11402686361.0
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,6.805.419.758,3.946.809.287,6805419758.0,3946809287.0
Giảm giá hàng bán,Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,18.978.467.150,332.300.000,18978467150.0,332300000.0
,,,27.713.917.030,15.681.795.648,27713917030.0,15681795648.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,
Doanh thu bán hàng hóa,Doanh thu thuần > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,22.814.152.969.144,17.022.614.086.806,22814152969144.0,17022614086806.0
Doanh thu cung cấp dịch vụ,Doanh thu thuần > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,190.804.447.994,265.232.568.279,190804447994.0,265232568279.0
Doanh thu kinh doanh BĐS,Doanh thu thuần > Doanh thu kinh doanh BĐS,Doanh thu kinh doanh BĐS,9.139.373.349,2.408.749.167,9139373349.0,2408749167.0
Doanh thu khác,Doanh thu thuần > Doanh thu khác,Doanh thu khác,16.555.208.912,13.261.477.055,16555208912.0,13261477055.0
Tổng,Doanh thu thuần > Tổng,Tổng,23.030.651.999.399,17.303.516.881.307,23030651999399.0,17303516881307.0
Trong đó Doanh thu các bên liên quan trình bày Thuyết minh 7.1 - Giao dịch các bên liên quan,Doanh thu thuần > Trong đó Doanh thu các bên liên quan trình bày Thuyết minh 7.1 - Giao dịch các bên liên quan,Trong đó Doanh thu các bên liên quan trình bày Thuyết minh 7.1 - Giao dịch các bên liên quan,31.147.436.100,26.160.371.400,31147436100.0,26160371400.0
