row_label_raw,row_label_full,col_0,Đơn vị tính,31/12/2023,01/01/2023,numeric__Đơn vị tính,numeric__31/12/2023,numeric__01/01/2023
Bột mì,Bột mì,Bột mì,Kg,564.615,686.760,,564615.0,686760.0
Gạo NL 20% tấm,Gạo NL 20% tấm,Gạo NL 20% tấm,Kgs,26.762,36.762,,26762.0,36762.0
Tổng,Tổng,Tổng,,591.377,723.522,,591377.0,723522.0
