row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2019VND > -,Số phát sinh trong năm VND > 1.126.673.379.369,Số đã nộp/cấn trừ trong năm VND > (1.098.947.987.834),31/12/2019VND > 27.725.391.535,numeric__1/1/2019VND > -,numeric__Số phát sinh trong năm VND > 1.126.673.379.369,numeric__Số đã nộp/cấn trừ trong năm VND > (1.098.947.987.834),numeric__31/12/2019VND > 27.725.391.535
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.961.197.585,69.502.397.167,(56.961.197.585),17.502.397.167,4961197585.0,69502397167.0,-56961197585.0,17502397167.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,402.359.462,3.754.973.383,(3.881.350.393),275.982.452,402359462.0,3754973383.0,-3881350393.0,275982452.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,6.550.628.760,88.895.734.200,(87.460.495.200),7.985.867.760,6550628760.0,88895734200.0,-87460495200.0,7985867760.0
Các loại thuê khác,Các loại thuê khác,Các loại thuê khác,-,8.973.708.004,(8.973.708.004),-,,8973708004.0,-8973708004.0,
,,,11.914.185.807,1.297.800.192.123,(1.256.224.739.016),53.489.638.914,11914185807.0,1297800192123.0,-1256224739016.0,53489638914.0
