row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Trụ sở,Phần trăm lợi ích kinh tế tại ngày 31/12/2017,1/1/2017,Phần trăm quyền biểu quyết tại ngày 31/12/2017,1/1/2017_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Phần trăm lợi ích kinh tế tại ngày 31/12/2017,numeric__1/1/2017,numeric__Phần trăm quyền biểu quyết tại ngày 31/12/2017,numeric__1/1/2017_1
Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,,,,,,,
1,Các công ty con sở hữu trực tiếp > 1,1,Công ty Cổ phần Dinh dưỡng Nông nghiệp Quốc tế (“ANCO”),"Sản xuất, chế biến thức ăn gia súc, gia cầm và thủy sản; chăn nuôi gia súc và gia cầm","Lô A4, Đường số 2, Khu Công nghiệp Sông Mây, Huyện Tràng Bom, Tỉnh Đồng Nai, Việt Nam","100,0%","100,0%","100,0%","100,0%",,,,1.0,1.0,1.0,1.0
2,Các công ty con sở hữu trực tiếp > 2,2,Công ty TNHH Shika (“Shika”),(iv) Tư vấn quản lý đầu tư,"Tầng 6, Tòa nhà Mê Linh Point, 2 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",-,"99,9%",-,"99,9%",,,,,0.9990000000000001,,0.9990000000000001
3,Các công ty con sở hữu trực tiếp > 3,3,Công ty TNHH Kenji (“Kenji”),(iv) Tư vấn quản lý đầu tư,"Tầng 6, Tòa nhà Mê Linh Point, 2 Ngô Đức Kế, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",-,"100,0%",-,"100,0%",,,,,1.0,,1.0
4,Các công ty con sở hữu trực tiếp > 4,4,Công ty TNHH MNS Feed (trước đây là “Công ty TNHH Masan Nutri-Feed”) (“MNS Feed”),"(iii) Sản xuất, chế biến thức ăn gia súc, gia cầm và thủy sản","Lô A4, Đường số 2, Khu Công nghiệp Sông Mây, Huyện Tràng Bom, Tỉnh Đồng Nai, Việt Nam","99,9%",-,"99,9%",-,,,,0.9990000000000001,,0.9990000000000001,
