row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụ vàdụng cụVND,Chi phíkhácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụ vàdụng cụVND,numeric__Chi phíkhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,176.290.434.927,51.080.258.929,8.833.633.676,236.204.327.532,176290434927.0,51080258929.0,8833633676.0,236204327532.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,93.741.191.533,22.819.432.048,12.173.638.605,128.734.262.186,93741191533.0,22819432048.0,12173638605.0,128734262186.0
Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,-,-,2.696.000.000,2.696.000.000,,,2696000000.0,2696000000.0
Chuyển từ/(sang) chi phí xây dựng cơ bản dở dang,Chuyển từ/(sang) chi phí xây dựng cơ bản dở dang,Chuyển từ/(sang) chi phí xây dựng cơ bản dở dang,-,(27.114.996),93.416.642,66.301.646,,-27114996.0,93416642.0,66301646.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,-,(17.580.589),-,(17.580.589),,-17580589.0,,-17580589.0
Phân loại lại,Phân loại lại,Phân loại lại,(32.887.457),(594.885.188),627.772.645,-,-32887457.0,-594885188.0,627772645.0,
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(5.044.247.459),(38.508.374.826),(9.841.971.639),(53.394.593.924),-5044247459.0,-38508374826.0,-9841971639.0,-53394593924.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,264.954.491.544,34.751.735.378,14.582.489.929,314.288.716.851,264954491544.0,34751735378.0,14582489929.0,314288716851.0
