row_label_raw,row_label_full,col_0,1/1/2017 > Giá trị ghi số VND,1/1/2017 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Hoàn trả VND,31/12/2017 > Giá trị ghi số VND,31/12/2017 > Số có khả năng trả nợ VND,numeric__1/1/2017 > Giá trị ghi số VND,numeric__1/1/2017 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Hoàn trả VND,numeric__31/12/2017 > Giá trị ghi số VND,numeric__31/12/2017 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.935.418.064.865,2.935.418.064.865,10.275.418.718.800,(11.715.806.816.278),1.495.029.967.387,1.495.029.967.387,2935418064865.0,2935418064865.0,10275418718800.0,-11715806816278.0,1495029967387.0,1495029967387.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,-,-,33.565.582.267,-,33.565.582.267,33.565.582.267,,,33565582267.0,,33565582267.0,33565582267.0
,,,2.935.418.064.865,2.935.418.064.865,10.308.984.301.067,(11.715.806.816.278),1.528.595.549.654,1.528.595.549.654,2935418064865.0,2935418064865.0,10308984301067.0,-11715806816278.0,1528595549654.0,1528595549654.0
Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,,,,,,
,,,,,Loại tiền,Lãi suất năm,31/12/2017 VND,1/1/2017 VND,,,,,,
Khoản vay ngân hàng không đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau: > Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,,,VND,"4,0% - 5,5%",1.408.689.523.428,2.770.023.254.567,,,,,1408689523428.0,2770023254567.0
Khoản vay ngân hàng không đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau: > Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,,,USD,"2,4%",86.340.443.959,165.394.810.298,,,,0.024,86340443959.0,165394810298.0
,,,,,,,1.495.029.967.387,2.935.418.064.865,,,,,1495029967387.0,2935418064865.0
