row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 – 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 – 5,
BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH ĐÃ ĐƯỢC KIỂM TOÁN,,
Bàng cân đối kế toán,Bàng cân đối kế toán,Bàng cân đối kế toán,6 – 8,
Báo cáo kết quả hoạt động kinh doanh,Bàng cân đối kế toán > Báo cáo kết quả hoạt động kinh doanh,Báo cáo kết quả hoạt động kinh doanh,9,9.0
Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,Báo cáo lưu chuyển tiền tệ,10 – 11,
Bản thuyết minh Báo cáo tài chính,Bản thuyết minh Báo cáo tài chính,Bản thuyết minh Báo cáo tài chính,12 – 40,
