row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm máy tính,Tổng cộng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,624.157.000,527.737.000,1.151.894.000,624157000.0,527737000.0,1151894000.0
Tăng từ thành phẩm bất động sản,Nguyên giá > Tăng từ thành phẩm bất động sản,Tăng từ thành phẩm bất động sản,3.065.082.600,-,3.065.082.600,3065082600.0,,3065082600.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,3.689.239.600,527.737.000,4.216.976.600,3689239600.0,527737000.0,4216976600.0
Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,,,
Số dư đầu năm,Giá trị hao mòn luỹ kế > Số dư đầu năm,Số dư đầu năm,213.527.372,82.244.192,295.771.564,213527372.0,82244192.0,295771564.0
Khấu hao trong năm,Giá trị hao mòn luỹ kế > Khấu hao trong năm,Khấu hao trong năm,16.425.180,105.547.404,121.972.584,16425180.0,105547404.0,121972584.0
Số dư cuối năm,Giá trị hao mòn luỹ kế > Số dư cuối năm,Số dư cuối năm,229.952.552,187.791.596,417.744.148,229952552.0,187791596.0,417744148.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,410.629.628,445.492.808,856.122.436,410629628.0,445492808.0,856122436.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,3.459.287.048,339.945.404,3.799.232.452,3459287048.0,339945404.0,3799232452.0
