row_label_raw,row_label_full,10. Chi phí khác,10. Chi phí khác_1,10. Chi phí khác_2,numeric__10. Chi phí khác_1,numeric__10. Chi phí khác_2
,,,Năm nayVND,Năm trướcVND,,
Lỗ thanh lý tài sản cố định,Lỗ thanh lý tài sản cố định,Lỗ thanh lý tài sản cố định,69.773.194.436,-,69773194436.0,
Các khoản nộp phạt,Các khoản nộp phạt,Các khoản nộp phạt,2.172.672.659,7.058.292.662,2172672659.0,7058292662.0
Chi phí khác,Chi phí khác,Chi phí khác,13.669.538.233,1.215.373.354,13669538233.0,1215373354.0
Cộng,Cộng,Cộng,85.615.405.328,8.273.666.016,85615405328.0,8273666016.0
