row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,2.042.249.988.946,1.796.255.415.043,1.0,,2042249988946.0,1796255415043.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,VI.2,15.566.720.497,15.306.297.490,2.0,,15566720497.0,15306297490.0
3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,10,VI.3,2.026.683.268.449,1.780.949.117.553,10.0,,2026683268449.0,1780949117553.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.4,1.233.238.788.502,1.252.521.787.234,11.0,,1233238788502.0,1252521787234.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,793.444.479.947,528.427.330.319,20.0,,793444479947.0,528427330319.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.5,35.347.781.236,36.894.404.390,21.0,,35347781236.0,36894404390.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.6,69.292.148.650,350.242.022.077,22.0,,69292148650.0,350242022077.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,82.185.812.180,20.558.181.471,23.0,,82185812180.0,20558181471.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,VI.7,160.523.074.724,86.997.256.373,25.0,,160523074724.0,86997256373.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,VI.8,115.566.989.681,109.445.471.933,26.0,,115566989681.0,109445471933.0
10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,10. Lợi nhuận thuần từ hoạt động kinh doanh,30,,483.410.048.128,18.636.984.326,30.0,,483410048128.0,18636984326.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,VI.9,879.010.112.441,602.385.565.518,31.0,,879010112441.0,602385565518.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,VI.10,85.615.405.328,8.273.666.016,32.0,,85615405328.0,8273666016.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,793.394.707.113,594.111.899.502,40.0,,793394707113.0,594111899502.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,1.276.804.755.241,612.748.883.828,50.0,,1276804755241.0,612748883828.0
15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,VI.11,288.235.074.666,125.384.211.475,51.0,,288235074666.0,125384211475.0
16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,988.569.680.575,487.364.672.353,60.0,,988569680575.0,487364672353.0
