row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2021,01/01/2021,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021,numeric__01/01/2021
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,10.698.235.753.018,6.887.540.461.477,100.0,,10698235753018.0,6887540461477.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,976.496.694.483,384.381.658.731,110.0,,976496694483.0,384381658731.0
1. Tiền,1. Tiền,1. Tiền,111,,357.024.156.224,273.449.735.430,111.0,,357024156224.0,273449735430.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,619.472.538.259,110.931.923.301,112.0,,619472538259.0,110931923301.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,2.687.992.265.983,95.000.000.000,120.0,,2687992265983.0,95000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,2.687.992.265.983,95.000.000.000,123.0,,2687992265983.0,95000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,3.245.355.284.952,2.181.157.210.753,130.0,,3245355284952.0,2181157210753.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,1.053.692.418.807,1.044.149.773.455,131.0,,1053692418807.0,1044149773455.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4,207.144.092.001,206.244.970.807,132.0,,207144092001.0,206244970807.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5,242.780.000.000,68.951.231.700,135.0,,242780000000.0,68951231700.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6,1.756.580.731.048,868.335.191.695,136.0,,1756580731048.0,868335191695.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(14.841.956.904),(6.523.956.904),137.0,,-14841956904.0,-6523956904.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,3.596.613.620.752,4.125.833.052.442,140.0,,3596613620752.0,4125833052442.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,3.596.613.620.752,4.125.833.052.442,141.0,,3596613620752.0,4125833052442.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,191.777.886.848,101.168.539.551,150.0,,191777886848.0,101168539551.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.9,175.307.812.659,88.840.633.086,151.0,,175307812659.0,88840633086.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,542.400.157,528.931.992,152.0,,542400157.0,528931992.0
3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,153,V.15,15.927.674.032,11.798.974.473,153.0,,15927674032.0,11798974473.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,5.471.411.818.789,4.494.109.571.673,200.0,,5471411818789.0,4494109571673.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,4.165.072.967.009,3.167.072.967.009,210.0,,4165072967009.0,3167072967009.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,V.3,-,8.318.000.000,211.0,,,8318000000.0
2. Phải thu về cho vay dài hạn,2. Phải thu về cho vay dài hạn,2. Phải thu về cho vay dài hạn,215,V.5,54.800.000.000,56.800.000.000,215.0,,54800000000.0,56800000000.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,V.6,4.110.272.967.009,3.110.272.967.009,216.0,,4110272967009.0,3110272967009.0
4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,219,V.7,-,(8.318.000.000),219.0,,,-8318000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,47.136.765.886,108.731.461.214,220.0,,47136765886.0,108731461214.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,43.337.533.434,107.875.338.778,221.0,,43337533434.0,107875338778.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,82.497.538.910,188.852.136.336,222.0,,82497538910.0,188852136336.0
