row_label_raw,row_label_full,col_0,31/12/2021,31/12/2021_1,31/12/2021_2,01/01/2021,01/01/2021_1,01/01/2021_2,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2021_2,numeric__01/01/2021,numeric__01/01/2021_1,numeric__01/01/2021_2
,,,Tỷ lệ%,Giá gốcVND,Dự phòngVND,Tỷ lệ%,Giá gốcVND,Dự phòngVND,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,,1.190.099.616.253,(298.035.951.518),,1.111.979.616.253,(321.198.426.586),,1190099616253.0,-298035951518.0,,1111979616253.0,-321198426586.0
Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,Công ty TNHH Du lịch DIC,"78,30",784.498.221.388,(214.770.225.893),"99,99",784.498.221.388,(237.922.074.111),78.3,784498221388.0,-214770225893.0,99.99,784498221388.0,-237922074111.0
Công ty CP Thủy Cung DIC,Công ty CP Thủy Cung DIC,Công ty CP Thủy Cung DIC,"95,0",147.250.000.000,-,"95,0",147.250.000.000,-,95.0,147250000000.0,,95.0,147250000000.0,
Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,Công ty TNHH Đầu tư Phát triển Xây dựng Hà Nam,"100,0",77.391.698.291,(7.224.992.713),"100,0",77.391.698.291,(8.026.352.475),100.0,77391698291.0,-7224992713.0,100.0,77391698291.0,-8026352475.0
Công ty CP Gạch men Anh Em DIC,Công ty CP Gạch men Anh Em DIC,Công ty CP Gạch men Anh Em DIC,"89,03",75.250.000.000,(75.250.000.000),"89,03",75.250.000.000,(75.250.000.000),89.03,75250000000.0,-75250000000.0,89.03,75250000000.0,-75250000000.0
Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,Công ty CP Đầu tư Phát triển Xây dựng Số 1,"51,67",14.726.900.000,-,"51,67",14.726.900.000,-,51.67,14726900000.0,,51.67,14726900000.0,
Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,Công ty CP Đầu tư Phát triển - Xây dựng (DIC) Số 2,"52,46",31.782.796.574,-,"50,07",12.862.796.574,-,52.46,31782796574.0,,50.07,12862796574.0,
Công ty CP Đầu tư Phát triển Tầm nhìn DIC,Công ty CP Đầu tư Phát triển Tầm nhìn DIC,Công ty CP Đầu tư Phát triển Tầm nhìn DIC,"98,67",29.600.000.000,(676.124.578),-,-,-,98.67,29600000000.0,-676124578.0,,,
Công ty CP Đầu tư Phát triển Thương mại DIC,Công ty CP Đầu tư Phát triển Thương mại DIC,Công ty CP Đầu tư Phát triển Thương mại DIC,"98,67",29.600.000.000,(114.608.334),-,-,-,98.67,29600000000.0,-114608334.0,,,
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,,209.522.748.500,-,,157.972.748.500,(613.002.198),,209522748500.0,,,157972748500.0,-613002198.0
Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,"35,89",171.602.184.500,-,"39,29",117.602.184.500,-,35.89,171602184500.0,,39.29,117602184500.0,
Công ty CP Bất động sản D.I.C,Công ty CP Bất động sản D.I.C,Công ty CP Bất động sản D.I.C,"42,68",19.938.000.000,-,"42,68",19.938.000.000,-,42.68,19938000000.0,,42.68,19938000000.0,
Công ty CP Đầu tư Phát triển Xây dựng - Bê tông,Công ty CP Đầu tư Phát triển Xây dựng - Bê tông,Công ty CP Đầu tư Phát triển Xây dựng - Bê tông,"36,00",17.982.564.000,-,"36,00",17.982.564.000,-,36.0,17982564000.0,,36.0,17982564000.0,
