row_label_raw,row_label_full,Chênh lệch giá trị tài sản góp vốn và chuyển nhượng,Năm nayVND > 873.659.683.288,Năm trướcVND > 590.077.841.184,numeric__Năm nayVND > 873.659.683.288,numeric__Năm trướcVND > 590.077.841.184
Lãi phạt chậm thanh toán,Lãi phạt chậm thanh toán,Lãi phạt chậm thanh toán,1.393.679.053,6.987.844.905,1393679053.0,6987844905.0
Thu từ các khoản vi phạm hợp đồng,Thu từ các khoản vi phạm hợp đồng,Thu từ các khoản vi phạm hợp đồng,3.202.658.413,2.501.896.558,3202658413.0,2501896558.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,754.091.687,2.817.982.871,754091687.0,2817982871.0
Cộng,Cộng,Cộng,879.010.112.441,602.385.565.518,879010112441.0,602385565518.0
