row_label_raw,row_label_full,Chì tiêu > Lưu chuyển tiền thuần trong năm > Tiền và tương đương tiền dấu năm,Mã số > 50 > 60,Năm nay > 592.115.027.801 > 384.381.658.731,Năm trước > (190.856.006.950) > 575.237.634.714,numeric__Mã số > 50 > 60,numeric__Năm nay > 592.115.027.801 > 384.381.658.731,numeric__Năm trước > (190.856.006.950) > 575.237.634.714
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,7.951,30.967,61.0,7951.0,30967.0
Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,976.496.694.483,384.381.658.731,70.0,976496694483.0,384381658731.0
