row_label_raw,row_label_full,col_0,01/01/2021VND,Số phải nộp trong năm VND,Số đã thực nộp trong năm VND,31/12/2021VND,numeric__01/01/2021VND,numeric__Số phải nộp trong năm VND,numeric__Số đã thực nộp trong năm VND,numeric__31/12/2021VND
Thuế phải nộp,Thuế phải nộp,Thuế phải nộp,194.730.079.702,349.703.786.376,208.749.196.053,335.684.670.025,194730079702.0,349703786376.0,208749196053.0,335684670025.0
Thuế giá trị gia tăng đầu ra,Thuế giá trị gia tăng đầu ra,Thuế giá trị gia tăng đầu ra,11.635.519.054,60.693.741.484,69.218.603.827,3.110.656.711,11635519054.0,60693741484.0,69218603827.0,3110656711.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,77.712.056.611,288.235.074.666,123.453.428.281,242.493.702.996,77712056611.0,288235074666.0,123453428281.0,242493702996.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,999.438.836,5.646.622.761,4.456.751.458,2.189.310.139,999438836.0,5646622761.0,4456751458.0,2189310139.0
Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,Thuế nhà đất và tiền thuê đất,96.117.457.120,(5.377.956.010),11.097.865.964,79.641.635.146,96117457120.0,-5377956010.0,11097865964.0,79641635146.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,8.265.608.081,506.303.475,522.546.523,8.249.365.033,8265608081.0,506303475.0,522546523.0,8249365033.0
Thuế phải thu,Thuế phải thu,Thuế phải thu,11.798.974.473,18.834.030.785,22.962.730.344,15.927.674.032,11798974473.0,18834030785.0,22962730344.0,15927674032.0
Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,Thuế thu nhập doanh nghiệp tạm nộp,11.798.974.473,18.834.030.785,22.933.998.019,15.898.941.707,11798974473.0,18834030785.0,22933998019.0,15898941707.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,-,28.732.325,28.732.325,,,28732325.0,28732325.0
