row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2018 triệu đồng,31/12/2017 triệu đồng,numeric__Thuyết minh,numeric__31/12/2018 triệu đồng,numeric__31/12/2017 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quý","TÀI SẢN > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",5,1.736.571,1.842.032,5.0,1736571.0,1842032.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,10.548.084,6.683.682,6.0,10548084.0,6683682.0
Tiền gửi và cho vay các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tin dụng khác,Tiền gửi và cho vay các tổ chức tin dụng khác,7,45.061.628,53.497.402,7.0,45061628.0,53497402.0
Tiền gửi tại các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tin dụng khác,Tiền gửi tại các tổ chức tin dụng khác,,35.363.429,38.765.361,,35363429.0,38765361.0
Cho vay các tổ chức tin dụng khác,TÀI SẢN > Cho vay các tổ chức tin dụng khác,Cho vay các tổ chức tin dụng khác,,9.894.199,14.928.041,,9894199.0,14928041.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,,(196.000),(196.000),,-196000.0,-196000.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,577.672,2.804.525,8.0,577672.0,2804525.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,684.035,2.839.964,,684035.0,2839964.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(106.363),(35.439),,-106363.0,-35439.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,,-,121.592,,,121592.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,211.474.953,182.062.458,,211474953.0,182062458.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,214.685.958,184.188.142,10.0,214685958.0,184188142.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(3.211.005),(2.125.684),11.0,-3211005.0,-2125684.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,73.731.314,50.677.071,,73731314.0,50677071.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,70.467.404,43.091.877,121.0,70467404.0,43091877.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,3.522.144,7.945.077,122.0,3522144.0,7945077.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.4,(258.234),(359.883),124.0,-258234.0,-359883.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,728.043,984.562,13.0,728043.0,984562.0
Đầu tư vào công ty liên kết,TÀI SẢN > Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,13.1,-,50.061,131.0,,50061.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,13.2,931.653,1.064.147,132.0,931653.0,1064147.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,13.3,(203.610),(129.646),133.0,-203610.0,-129646.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,2.699.314,2.604.460,,2699314.0,2604460.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14,1.586.152,1.586.633,14.0,1586152.0,1586633.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,3.268.459,3.083.031,,3268459.0,3083031.0
Khẩu hao lũy kế,TÀI SẢN > Khẩu hao lũy kế,Khẩu hao lũy kế,,(1.682.307),(1.496.398),,-1682307.0,-1496398.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,15,1.113.162,1.017.827,15.0,1113162.0,1017827.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,1.823.153,1.602.987,,1823153.0,1602987.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(709.991),(585.160),,-709991.0,-585160.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,16,30.813,92.783,16.0,30813.0,92783.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,30.813,100.296,,30813.0,100296.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,-,(7.513),,,-7513.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,15.736.670,12.507.261,,15736670.0,12507261.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,17.1,10.325.119,8.973.940,171.0,10325119.0,8973940.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,3.429.433,2.840.641,,3429433.0,2840641.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,36.2,15.777,1.436,362.0,15777.0,1436.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,17.2,2.267.608,1.616.961,172.0,2267608.0,1616961.0
- Trong đó: Lợi thế thương mại,TÀI SẢN > - Trong đó: Lợi thế thương mại,- Trong đó: Lợi thế thương mại,18,66.658,75.409,18.0,66658.0,75409.0
Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,Các khoản dự phòng rủi ro cho các tài sản,,,,,,
