row_label_raw,row_label_full,col_0,Quá hạn triệu đồng,Không chịu lãi triệu đồng,Đến 1 tháng triệu đồng,Từ 1 - 3 tháng triệu đồng,Từ 3 - 6 tháng triệu đồng,Từ 6 - 12 tháng triệu đồng,Từ 1 - 5 năm triệu đồng,Trên 5 năm triệu đồng,Tổng cộng triệu đồng,numeric__Quá hạn triệu đồng,numeric__Không chịu lãi triệu đồng,numeric__Đến 1 tháng triệu đồng,numeric__Từ 1 - 3 tháng triệu đồng,numeric__Từ 3 - 6 tháng triệu đồng,numeric__Từ 6 - 12 tháng triệu đồng,numeric__Từ 1 - 5 năm triệu đồng,numeric__Trên 5 năm triệu đồng,numeric__Tổng cộng triệu đồng
Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,Tải sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tải sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,1.736.571,-,-,-,-,-,-,1.736.571,,1736571.0,,,,,,,1736571.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,4.029,10.544.055,-,-,-,-,-,10.548.084,,4029.0,10544055.0,,,,,,10548084.0
Tiền gửi tại và cho vay các TCTD khác (*),Tải sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),196.000,446.573,34.983.763,3.468.597,2.479.049,2.662.906,1.020.740,-,45.257.628,196000.0,446573.0,34983763.0,3468597.0,2479049.0,2662906.0,1020740.0,,45257628.0
Chứng khoán kinh doanh (*),Tải sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,684.035,-,-,-,-,-,-,684.035,,684035.0,,,,,,,684035.0
Cho vay khách hàng (*),Tải sản > Cho vay khách hàng (*),Cho vay khách hàng (*),5.849.777,5.393.983,69.995.355,111.604.984,9.540.110,7.414.123,3.224.890,1.662.736,214.685.958,5849777.0,5393983.0,69995355.0,111604984.0,9540110.0,7414123.0,3224890.0,1662736.0,214685958.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),80.000,562.717,30.208.847,2.424.227,242.748,2.095.098,17.748.496,20.627.415,73.989.548,80000.0,562717.0,30208847.0,2424227.0,242748.0,2095098.0,17748496.0,20627415.0,73989548.0
"Gộp vốn, đầu tư dài hạn (*)","Tải sản > Gộp vốn, đầu tư dài hạn (*)","Gộp vốn, đầu tư dài hạn (*)",-,931.653,-,-,-,-,-,-,931.653,,931653.0,,,,,,,931653.0
Tải sản cố định và Bất động sản đầu tư,Tải sản > Tải sản cố định và Bất động sản đầu tư,Tải sản cố định và Bất động sản đầu tư,-,2.730.127,-,-,-,-,-,-,2.730.127,,2730127.0,,,,,,,2730127.0
Tải sản Có khác (*),Tải sản > Tải sản Có khác (*),Tải sản Có khác (*),287.966,15.749.971,-,-,-,-,-,-,16.037.937,287966.0,15749971.0,,,,,,,16037937.0
Tổng tài sản,Tải sản > Tổng tài sản,Tổng tài sản,6.413.743,28.239.659,145.732.020,117.497.808,12.261.907,12.172.127,21.994.126,22.290.151,366.601.541,6413743.0,28239659.0,145732020.0,117497808.0,12261907.0,12172127.0,21994126.0,22290151.0,366601541.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Các khoản nợ NHNN,Nợ phải trả > Các khoản nợ NHNN,Các khoản nợ NHNN,-,-,632.894,2.000.000,-,-,-,-,2.632.894,,,632894.0,2000000.0,,,,,2632894.0
Tiền gửi và vay từ TCTD khác,Nợ phải trả > Tiền gửi và vay từ TCTD khác,Tiền gửi và vay từ TCTD khác,-,5.077.000,32.755.788,12.427.948,3.829.883,5.439.345,913.835,27.082,60.470.881,,5077000.0,32755788.0,12427948.0,3829883.0,5439345.0,913835.0,27082.0,60470881.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,310.000,141.734.995,15.624.218,23.809.940,20.948.980,37.514.030,22.155,239.964.318,,310000.0,141734995.0,15624218.0,23809940.0,20948980.0,37514030.0,22155.0,239964318.0
Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Nợ phải trả > Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,-,5.634,-,-,-,-,-,-,5.634,,5634.0,,,,,,,5634.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tin dụng chịu rủi ro",-,-,4.156,4.517,120.805,190.485,-,-,319.963,,,4156.0,4517.0,120805.0,190485.0,,,319963.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,-,143.000,846.582,5.792.239,3.680.000,695.817,11.157.638,,,,143000.0,846582.0,5792239.0,3680000.0,695817.0,11157638.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),-,13.600.876,-,-,-,-,-,-,13.600.876,,13600876.0,,,,,,,13600876.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,18.993.510,175.127.833,30.199.683,28.607.210,32.371.049,42.107.865,745.054,328.152.204,,18993510.0,175127833.0,30199683.0,28607210.0,32371049.0,42107865.0,745054.0,328152204.0
Mức chênh nhạy cảm với lãi suất nội bảng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bảng,Mức chênh nhạy cảm với lãi suất nội bảng,6.413.743,9.246.149,(29.395.813),87.298.125,(16.345.303),(20.198.922),(20.113.739),21.545.097,38.449.337,6413743.0,9246149.0,-29395813.0,87298125.0,-16345303.0,-20198922.0,-20113739.0,21545097.0,38449337.0
