row_label_raw,row_label_full,col_0,Tổng nợ cho vay triệu đồng,Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,Cam kết ngoại bảng triệu đồng,Công cụ tài chínhphái sinh triệu đồng,Kinh doanh và đầu tư chứng khoán triệu đồng,numeric__Tổng nợ cho vay triệu đồng,numeric__Tổng tiền gửi tại NHNN và các TCTD khác triệu đồng,numeric__Cam kết ngoại bảng triệu đồng,numeric__Công cụ tài chínhphái sinh triệu đồng,numeric__Kinh doanh và đầu tư chứng khoán triệu đồng
Trong nước,Trong nước,Trong nước,221.083.825,44.756.876,115.858.056,5.634,74.673.582,221083825.0,44756876.0,115858056.0,5634.0,74673582.0
Nước ngoài,Nước ngoài,Nước ngoài,3.496.332,1.154.637,384.749,-,-,3496332.0,1154637.0,384749.0,,
,,,224.580.157,45.911.513,116.242.805,5.634,74.673.582,224580157.0,45911513.0,116242805.0,5634.0,74673582.0
