row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,% sở hữu > Tại ngày 31 tháng 12 năm 2018,Giá gốc triệu đồng > Tại ngày 31 tháng 12 năm 2018,Giá trị thuần theo phương pháp VCSH triệu đồng > Tại ngày 31 tháng 12 năm 2018,numeric__% sở hữu > Tại ngày 31 tháng 12 năm 2018,numeric__Giá gốc triệu đồng > Tại ngày 31 tháng 12 năm 2018,numeric__Giá trị thuần theo phương pháp VCSH triệu đồng > Tại ngày 31 tháng 12 năm 2018
Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,-,-,-,,,
Công ty Cổ phần Đầu tư MIC,Công ty Cổ phần Đầu tư MIC,Công ty Cổ phần Đầu tư MIC,-,-,-,,,
,,,,-,-,,,
Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,Tại ngày 31 tháng 12 năm 2017,,,
Công ty Cổ phần Long Thuận Lộc,Tại ngày 31 tháng 12 năm 2017 > Công ty Cổ phần Long Thuận Lộc,Công ty Cổ phần Long Thuận Lộc,"44,56%",31.680,34.761,0.4456,31680.0,34761.0
Công ty Cổ phần Đầu tư MIC,Tại ngày 31 tháng 12 năm 2017 > Công ty Cổ phần Đầu tư MIC,Công ty Cổ phần Đầu tư MIC,"47,40%",15.300,15.300,0.474,15300.0,15300.0
,,,,46.980,50.061,,46980.0,50061.0
