row_label_raw,row_label_full,col_0,Năm 2018triệu đồng,Năm 2017triệu đồng,numeric__Năm 2018triệu đồng,numeric__Năm 2017triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,5.719.062,3.222.839,5719062.0,3222839.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,708.251,547.388,708251.0,547388.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,19.406,14.083,19406.0,14083.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,178.375,47.917,178375.0,47917.0
Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,Thu từ kinh doanh và dịch vụ bảo hiểm,2.866.133,1.850.510,2866133.0,1850510.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,26.368,5.357,26368.0,5357.0
"Thu từ xử lý nợ, thẩm định giá và khai thác tài sản","Thu từ xử lý nợ, thẩm định giá và khai thác tài sản","Thu từ xử lý nợ, thẩm định giá và khai thác tài sản",396.199,384.144,396199.0,384144.0
Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,Thu từ hoạt động môi giới chứng khoán,389.915,315.621,389915.0,315621.0
Thu từ chuyển nhượng dự án,Thu từ chuyển nhượng dự án,Thu từ chuyển nhượng dự án,797.711,-,797711.0,
Thu phí khác,Thu phí khác,Thu phí khác,336.704,57.819,336704.0,57819.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(3.157.752),(2.092.163),-3157752.0,-2092163.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(66.651),(53.929),-66651.0,-53929.0
Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,Chi về nghiệp vụ ủy thác và đại lý,(12.471),(3.669),-12471.0,-3669.0
Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,Chi về dịch vụ tư vấn,(50),(5.087),-50.0,-5087.0
Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,(199.477),(56.268),-199477.0,-56268.0
Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,Chi về hoạt động ngân quỹ,(5.279),(6.568),-5279.0,-6568.0
Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,Chi về hoạt động kinh doanh bảo hiểm,(1.345.601),(1.487.862),-1345601.0,-1487862.0
"Chi về xử lý nợ, thẩm định giá và khai thác tài sản","Chi về xử lý nợ, thẩm định giá và khai thác tài sản","Chi về xử lý nợ, thẩm định giá và khai thác tài sản",(404.917),(277.866),-404917.0,-277866.0
Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,Chi về hoạt động môi giới chứng khoán,(55.907),(48.621),-55907.0,-48621.0
Chi về chuyển nhượng dự án,Chi về chuyển nhượng dự án,Chi về chuyển nhượng dự án,(801.274),-,-801274.0,
Chi khác,Chi khác,Chi khác,(266.125),(152.293),-266125.0,-152293.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,2.561.310,1.130.676,2561310.0,1130676.0
