row_label_raw,row_label_full,col_0,31/12/2018%/năm,31/12/2017%/năm,numeric__31/12/2018%/năm,numeric__31/12/2017%/năm
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"6,00 - 10,80","6,50 - 13,50",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"3,20 - 5,90","2,65 - 4,75",,
Cho vay tiêu dùng cá nhân,Cho vay tiêu dùng cá nhân,Cho vay tiêu dùng cá nhân,"8,00 - 70,00","29,00 – 66,00",,
