row_label_raw,row_label_full,col_0,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,2.421.246,1.633.022,2421246.0,1633022.0
Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,Thu từ nợ xấu đã được xử lý,1.021.794,779.399,1021794.0,779399.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,228.310,167.543,228310.0,167543.0
Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,Thu từ chuyển nhượng thanh lý tài sản,5.685,100.126,5685.0,100126.0
Thu từ về mua bán nợ,Thu từ về mua bán nợ,Thu từ về mua bán nợ,121.250,-,121250.0,
Thu từ bán bắt động sản,Thu từ bán bắt động sản,Thu từ bán bắt động sản,765.565,227.070,765565.0,227070.0
Thu về hoạt động kinh doanh khác,Thu về hoạt động kinh doanh khác,Thu về hoạt động kinh doanh khác,278.642,358.884,278642.0,358884.0
Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,Chi phí cho hoạt động khác,(904.167),(523.948),-904167.0,-523948.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(153.634),(143.789),-153634.0,-143789.0
Chi về bán bắt động sản,Chi về bán bắt động sản,Chi về bán bắt động sản,(654.905),(201.718),-654905.0,-201718.0
Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,Chi về hoạt động kinh doanh khác,(95.628),(178.441),-95628.0,-178441.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,1.517.079,1.109.074,1517079.0,1109074.0
