row_label_raw,row_label_full,col_0,31/12/2018triệu đồng,31/12/2017triệu đồng,numeric__31/12/2018triệu đồng,numeric__31/12/2017triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,70.304.687,42.669.224,70304687.0,42669224.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,43.802.956,37.156.069,43802956.0,37156069.0
"Trái phiếu, chứng chỉ tiền gửi do các TCTD khác trong nước phát hành","Trái phiếu, chứng chỉ tiền gửi do các TCTD khác trong nước phát hành","Trái phiếu, chứng chỉ tiền gửi do các TCTD khác trong nước phát hành",20.897.686,4.958.155,20897686.0,4958155.0
Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,Trái phiếu do các TCKT trong nước phát hành,5.604.045,555.000,5604045.0,555000.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,162.717,422.653,162717.0,422653.0
Cổ phiếu do các TCTD khác trong nước phát hành,Cổ phiếu do các TCTD khác trong nước phát hành,Cổ phiếu do các TCTD khác trong nước phát hành,-,105.000,,105000.0
Cổ phiếu do các TCKT trong nước phát hành,Cổ phiếu do các TCKT trong nước phát hành,Cổ phiếu do các TCKT trong nước phát hành,162.717,317.653,162717.0,317653.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(132.988),(57.517),-132988.0,-57517.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(538),(57.517),-538.0,-57517.0
Dự phòng chung cho rủi ro tín dụng,Dự phòng chung cho rủi ro tín dụng,Dự phòng chung cho rủi ro tín dụng,(132.450),-,-132450.0,
,,,70.334.416,43.034.360,70334416.0,43034360.0
