row_label_raw,row_label_full,col_0,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",46.476,34.282,46476.0,34282.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,4.968.364,3.410.749,4968364.0,3410749.0
Chi lương và các khoản đóng góp theo lương,Chi lương và các khoản đóng góp theo lương,Chi lương và các khoản đóng góp theo lương,4.791.618,3.381.614,4791618.0,3381614.0
Chi trợ cấp thất nghiệp,Chi trợ cấp thất nghiệp,Chi trợ cấp thất nghiệp,26.676,29.135,26676.0,29135.0
Chi khác cho nhân viên,Chi khác cho nhân viên,Chi khác cho nhân viên,150.070,-,150070.0,
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.128.422,967.191,1128422.0,967191.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Khấu hao tài sản cố định,Trong đó: > Khấu hao tài sản cố định,Khấu hao tài sản cố định,369.448,377.243,369448.0,377243.0
Chi khác về tài sản,Trong đó: > Chi khác về tài sản,Chi khác về tài sản,758.974,589.948,758974.0,589948.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,2.181.950,1.442.183,2181950.0,1442183.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,118.466,62.324,118466.0,62324.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,7.233,11.019,7233.0,11019.0
Chi khác cho hoạt động quản lý,Trong đó: > Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,2.056.251,1.368.840,2056251.0,1368840.0
Chi quỹ khoa học công nghệ,Trong đó: > Chi quỹ khoa học công nghệ,Chi quỹ khoa học công nghệ,268.000,-,268000.0,
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",140.590,144.834,140590.0,144834.0
,,,8.733.802,5.999.239,8733802.0,5999239.0
