row_label_raw,row_label_full,Các khoản thuế phải nộp Nhà nước(Thuyết minh số 25),31/12/2018triệu đồng > 546.670,31/12/2017triệu đồng > 329.053,numeric__31/12/2018triệu đồng > 546.670,numeric__31/12/2017triệu đồng > 329.053
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,179.069,88.509,179069.0,88509.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,400.260,617.246,400260.0,617246.0
Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,Dự phòng nghiệp vụ bảo hiểm,2.403.103,1.794.758,2403103.0,1794758.0
Phải trả về dịch vụ thanh toán khác,Phải trả về dịch vụ thanh toán khác,Phải trả về dịch vụ thanh toán khác,1.225.620,605.627,1225620.0,605627.0
Phải trả giao dịch chuyển tiền liên ngân hàng,Phải trả giao dịch chuyển tiền liên ngân hàng,Phải trả giao dịch chuyển tiền liên ngân hàng,2.364.039,332.646,2364039.0,332646.0
"Nhận ký quỹ, ký cược ngắn hạn đầu tư kinh doanhchứng khoán","Nhận ký quỹ, ký cược ngắn hạn đầu tư kinh doanhchứng khoán","Nhận ký quỹ, ký cược ngắn hạn đầu tư kinh doanhchứng khoán",918.106,1.437.134,918106.0,1437134.0
Phải trả và ứng trước người bán của công ty con,Phải trả và ứng trước người bán của công ty con,Phải trả và ứng trước người bán của công ty con,488.267,153.799,488267.0,153799.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,617.263,831.500,617263.0,831500.0
,,,9.142.397,6.190.272,9142397.0,6190272.0
