row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,1.097.297,953.016,2.050.313,1097297.0,953016.0,2050313.0
Trích lập dự phòng rủi ro trong kỳ,Trích lập dự phòng rủi ro trong kỳ,Trích lập dự phòng rủi ro trong kỳ,222.395,1.348.218,1.570.613,222395.0,1348218.0,1570613.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,-,(352.255),(352.255),,-352255.0,-352255.0
Số dư phòng hạch toán của SDFC khi sáp nhập,Số dư phòng hạch toán của SDFC khi sáp nhập,Số dư phòng hạch toán của SDFC khi sáp nhập,-,(1.142.987),(1.142.987),,-1142987.0,-1142987.0
Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,1.319.692,805.992,2.125.684,1319692.0,805992.0,2125684.0
