row_label_raw,row_label_full,col_0,Chứng khoánđầu tư sẵn sàngđể bántriệu đồng,Chứng khoánđầu tư giữ đếngày đáo hạntriệu đồng,Tổngtriệu đồng,numeric__Chứng khoánđầu tư sẵn sàngđể bántriệu đồng,numeric__Chứng khoánđầu tư giữ đếngày đáo hạntriệu đồng,numeric__Tổngtriệu đồng
Số dư đầu kỳ,Số dư đầu kỳ,Số dư đầu kỳ,57.517,302.366,359.883,57517.0,302366.0,359883.0
Phân loại lại sang dự phòng đầu tudài hạn khác (*),Phân loại lại sang dự phòng đầu tudài hạn khác (*),Phân loại lại sang dự phòng đầu tudài hạn khác (*),(119.445),-,(119.445),-119445.0,,-119445.0
Trích lập/(hoàn nhập) trong năm,Trích lập/(hoàn nhập) trong năm,Trích lập/(hoàn nhập) trong năm,145.460,(57.120),88.570,145460.0,-57120.0,88570.0
Phân loại từ dự phòng tài sản cókhác sang (**),Phân loại từ dự phòng tài sản cókhác sang (**),Phân loại từ dự phòng tài sản cókhác sang (**),49.226,-,49.226,49226.0,,49226.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,(120.000),(120.000),,-120000.0,-120000.0
Số dư cuối kỳ,Số dư cuối kỳ,Số dư cuối kỳ,132.988,125.246,258.234,132988.0,125246.0,258234.0
