row_label_raw,row_label_full,col_0,Năm 2018 triệu đồng,Năm 2017 triệu đồng,numeric__Năm 2018 triệu đồng,numeric__Năm 2017 triệu đồng
Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,Lợi nhuận thuần trước thuế,7.767.373,4.615.726,7767373.0,4615726.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,
- Thu nhập từ cổ tức không chịu thuế,Điều chỉnh cho các khoản > - Thu nhập từ cổ tức không chịu thuế,- Thu nhập từ cổ tức không chịu thuế,(172.048),(55.808),-172048.0,-55808.0
- Lỗ/(Lãi) thuần của các chi nhánh nước ngoài,Điều chỉnh cho các khoản > - Lỗ/(Lãi) thuần của các chi nhánh nước ngoài,- Lỗ/(Lãi) thuần của các chi nhánh nước ngoài,(58.418),46.120,-58418.0,46120.0
- Chi phí không được khấu trừ khi tính thuế,Điều chỉnh cho các khoản > - Chi phí không được khấu trừ khi tính thuế,- Chi phí không được khấu trừ khi tính thuế,56.980,100.541,56980.0,100541.0
- Điều chỉnh khác,Điều chỉnh cho các khoản > - Điều chỉnh khác,- Điều chỉnh khác,(146),-,-146.0,
- Lỗ lũy kế được chuyển trong năm của công ty con,Điều chỉnh cho các khoản > - Lỗ lũy kế được chuyển trong năm của công ty con,- Lỗ lũy kế được chuyển trong năm của công ty con,(56.699),(2.535),-56699.0,-2535.0
- Lợi nhuận tính thuế của các công ty con,Điều chỉnh cho các khoản > - Lợi nhuận tính thuế của các công ty con,- Lợi nhuận tính thuế của các công ty con,319.361,(122.206),319361.0,-122206.0
- Các bút toán điều chỉnh hợp nhất không chịu thuế,Điều chỉnh cho các khoản > - Các bút toán điều chỉnh hợp nhất không chịu thuế,- Các bút toán điều chỉnh hợp nhất không chịu thuế,(15.329),707.056,-15329.0,707056.0
Thu nhập chịu thuế ước tính trong kỳ,Điều chỉnh cho các khoản > Thu nhập chịu thuế ước tính trong kỳ,Thu nhập chịu thuế ước tính trong kỳ,7.841.074,5.288.894,7841074.0,5288894.0
- Thuế TNDN của Ngân hàng tại Việt Nam,Điều chỉnh cho các khoản > - Thuế TNDN của Ngân hàng tại Việt Nam,- Thuế TNDN của Ngân hàng tại Việt Nam,1.369.102,1.057.779,1369102.0,1057779.0
- Thuế TNDN của Chi nhánh nước ngoài,Điều chỉnh cho các khoản > - Thuế TNDN của Chi nhánh nước ngoài,- Thuế TNDN của Chi nhánh nước ngoài,3.808,2.719,3808.0,2719.0
- Dự phòng thừa trong những năm trước,Điều chỉnh cho các khoản > - Dự phòng thừa trong những năm trước,- Dự phòng thừa trong những năm trước,-,(4.721),,-4721.0
- Thuế TNDN của các công ty con,Điều chỉnh cho các khoản > - Thuế TNDN của các công ty con,- Thuế TNDN của các công ty con,202.247,69.329,202247.0,69329.0
Chi phí thuế TNDN trong kỳ,Điều chỉnh cho các khoản > Chi phí thuế TNDN trong kỳ,Chi phí thuế TNDN trong kỳ,1.575.157,1.125.106,1575157.0,1125106.0
Thuế TNDN phải trả đầu kỳ,Điều chỉnh cho các khoản > Thuế TNDN phải trả đầu kỳ,Thuế TNDN phải trả đầu kỳ,222.014,77.668,222014.0,77668.0
Thuế TNDN đã trả trong kỳ,Điều chỉnh cho các khoản > Thuế TNDN đã trả trong kỳ,Thuế TNDN đã trả trong kỳ,(1.450.167),(980.880),-1450167.0,-980880.0
Điều chỉnh của KTNN,Điều chỉnh cho các khoản > Điều chỉnh của KTNN,Điều chỉnh của KTNN,8.256,-,8256.0,
Giảm do bán MBLand,Điều chỉnh cho các khoản > Giảm do bán MBLand,Giảm do bán MBLand,(25.872),-,-25872.0,
Giảm do bán VietRemax,Điều chỉnh cho các khoản > Giảm do bán VietRemax,Giảm do bán VietRemax,-,120,,120.0
Điều chỉnh kiểm toán của các công ty con,Điều chỉnh cho các khoản > Điều chỉnh kiểm toán của các công ty con,Điều chỉnh kiểm toán của các công ty con,4.326,-,4326.0,
Thuế TNDN phải trả cuối kỳ,Điều chỉnh cho các khoản > Thuế TNDN phải trả cuối kỳ,Thuế TNDN phải trả cuối kỳ,333.714,222.014,333714.0,222014.0
