row_label_raw,row_label_full,"Số lượng cán bộ, công nhân viên bình quân trong năm (người)",Năm 2018 > 13.957,Năm 2017 > 11.835,numeric__Năm 2018 > 13.957,numeric__Năm 2017 > 11.835
"Thu nhập của cán bộ, công nhân viên (triệu đồng)","Thu nhập của cán bộ, công nhân viên (triệu đồng)","Thu nhập của cán bộ, công nhân viên (triệu đồng)",4.279.974,3.203.571,4279974.0,3203571.0
Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),"25,89","22,56",25.89,22.56
