row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,1.319.692,805.992,2.125.684,1319692.0,805992.0,2125684.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,242.595,2.810.623,3.053.218,242595.0,2810623.0,3053218.0
Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,Xử lý rủi ro trong năm,-,(1.957.643),(1.957.643),,-1957643.0,-1957643.0
Điều chỉnh của Kiểm toán Nhà nước,Điều chỉnh của Kiểm toán Nhà nước,Điều chỉnh của Kiểm toán Nhà nước,-,(13.654),(13.654),,-13654.0,-13654.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,1.014,2.386,3.400,1014.0,2386.0,3400.0
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,1.563.301,1.647.704,3.211.005,1563301.0,1647704.0,3211005.0
