row_label_raw,row_label_full,col_0,31/12/2018%/năm,31/12/2017%/năm,numeric__31/12/2018%/năm,numeric__31/12/2017%/năm
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,"4,30","1,00",4.3,1.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,"2,40","1,40",2.4,1.4
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"4,30 - 5,00","1,20 - 4,00",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"2,45 - 3,00","1,55 - 2,10",,
Tiền vay các tổ chức tín dụng khác bằng VND,Tiền vay các tổ chức tín dụng khác bằng VND,Tiền vay các tổ chức tín dụng khác bằng VND,"5,00 - 5,20","4,10 - 4,50",,
Tiền vay các tổ chức tín dụng khác bằng ngoại tệ,Tiền vay các tổ chức tín dụng khác bằng ngoại tệ,Tiền vay các tổ chức tín dụng khác bằng ngoại tệ,"2,45 - 3,20","1,60 - 2,40",,
