row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2018,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) triệu đồng > Tại ngày 31 tháng 12 năm 2018,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2018,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2018,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng) triệu đồng > Tại ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày lập báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2018
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,15.062.070,82.373,(67.166),15.207,15062070.0,82373.0,-67166.0,15207.0
Giao dịch hoàn đối tiền tệ,Giao dịch hoàn đối tiền tệ,Giao dịch hoàn đối tiền tệ,55.524.739,11.951.609,(11.972.450),(20.841),55524739.0,11951609.0,-11972450.0,-20841.0
,,,70.586.809,12.033.982,(12.039.616),(5.634),70586809.0,12033982.0,-12039616.0,-5634.0
